"conversation_id_str","lang","full_text"
"1563086143088107520","in","@iii_chromatic jadi inget waktu namanya psbb di surabaya. satu kota jadi seperti mati, dan warga kota bangga akan hal itu.

sebenernya ga perlu ""pemaksaan"", dengan system brainwash sebesar sekarang, para jelata sendiri bisa dibikin untuk meminta diperkosa kemerdekaannya.

🤣"
"1560321821429223425","in","jaman puasa psbb di Surabaya auto ac an di kamar ga keluar"
"1546937597091512320","in","Konsep PSBB Surabaya Raya Plus yang Disarankan Epidemiolog https://t.co/URGsnnt34Q"
"1544537987937083392","in","Pemprov Jatim Pertimbangkan PSBB Lagi, Pemkot Surabaya Lakukan Evaluasi https://t.co/Fnp3ybrNBE"
"1730602653149753600","en","You and your kids can play as Bluey, Bingo, Mum, and Dad in a non-stop fun adventure and share the joy of Bluey’s world in local co-op mode."
"1725023145730637912","in","@spit_fountain Dulu pernah pas SMP belum Corona diajarin ngelinting rokok sama tetangga budeh di Surabaya, dan biasa"" aja ga terlalu menarik hihi bagiku.. 

walaupun sebenarnya bisa menghasilkan uang banyak"
"1701742413390499871","in","Toples plastik corona sealware TWN untuk tempat krupuk, snack, ada toples 5 liter, 10 liter, 16 liter, 25 liter. ada banyak jenis toples plastik lainnya.

selatan jaya. jl songoyudan 31b, surabaya
085-2320-99000, wa 081-331-351-580

#toplesplastik #jualtoplesplastik https://t.co/inpmcjla3Y"
"1701551570251632753","in","WTS WEBCAM

• Masi mulus gais, kepake skali doang
• Alasan dijual soalnya dl cuma fomo pas jaman corona org2 pda pake webcam, jd ikutan beli awoakwk tp lama2 mager malah pas kls sering offcam 😃 

150k aj gais, dh turun dri harga awal aku beli 🙏🏻

#surabaya #wtswebcam #zonauang https://t.co/H4kIg40CI6"
"1731974001801810075","in","@arifin34533 @reza_nukleuz Di potcast² dia jelasin koq mas, sarung tangan tsb digunakan karena kebiasaan Seno sejak terlibat aktif menjadi relawan penanggulangan Covid - 19 di Surabaya."
"1731864307640729785","en","4-20-2023:  Surabaya, Indonesia:
""We studied our first-ever case of COVID-19-associated, acute invasive fungal rhinosinusitis in Indonesia.
The risk of developing this disease is greatly increased by
*COVID-19 infection
*Corticosteroid use
*Antibiotic use""
https://t.co/Tks0uxoFMY"
"1731241963033358710","in","@dayroraxy @Widino Mutiara yang enak di keluarga. Btw, bakpia tugu, lapis pahlawan Surabaya, bolu susu kembang Bandung dkk itu pnya omset hampir -l 1 Triliun sebelum covid 19."
"1731302651290390978","in","Profil Doni Monardo, Mantan Kepala BNPB dan Ketua Satgas Covid-19 yang Meninggal Dunia
#DoniMonardo 
#BNPB #SatgasCovid19
#RIP #viral
https://t.co/GF9TZ9mZHg"
"1731301887755075865","in","Doni Monardo Mantan Ketua Satgas Covid-19 Berpulang pada Minggu Petang
https://t.co/yYiQoLytnA"
"1730227915432841520","in","BI sebut QRIS Selamatkan Indonesia dari Krisis Saat Pandemi Covid-19
https://t.co/xMg2pHYQVb"
"1728639427482972448","in","mall kios masih tutup kosong sepi, harga beras cabe skrg naik ..
tapi Jokowi klaim Ekonomi Indonesia Telah Pulih dr Pandemi Covid-19, matavisi nya dah mentok gak spt awal2 jd presiden https://t.co/UbaIYcLDfu
KiniSongsong pemimpin sederhana Ganjar Mahfud
Manado Solo Poso Surabaya"
"1728232045841916088","en","COVID-19 News: Indonesian Researchers Uncover Biosurfactant Potential And Antiviral Activity Of Multistrain Probiotics Against SARS-CoV-2!

https://t.co/WIkNz58kcM

#COVID19 #Covid #SARSCoV2 #News #Probiotics #Antiviral #Indonesia #jakarta #surabaya #ASEAN #USA #America #London"
"1727203041387143332","in","Komisi Pemberantasan Korupsi (KPK) menggeledah beberapa lokasi di Jabodetabek dan Surabaya dalam rangka penyidikan kasus dugaan korupsi pengadaan alat pelindungan diri (APD) Covid-19 di Kementerian Kesehatan. https://t.co/wMHQlAeKhL"
"1723335064745099634","en","Journal  ""THE TOTAL LEUKOCYTE COUNT OF ELDERLY PATIENTS CONFIRMED COVID-19 WITH/WITHOUT A VENTILATOR IN A SURABAYA GENERAL HOSPITAL IN 2021"" can be accessed here https://t.co/lHjtecBOVp

#jurnaljvhs
#vol7no1tahun2023
#e-journal_UNAIR
#LIPJPHKI
#UNAIR_official"
"1721493097354498537","in","@03__nakula @KhofifahIP Bu @KhofifahIP pernah bikin mantan walikota Surabaya bu Tri Rismaharini marah gara-gara bantuan peralatan tes pengujian virus covid 19 dari pemerintah pusat yang seharusnya ditujukan ke Surabaya malah dialihkan bu @KhofifahIP ke daerah lain"
"1720321738171670672","in","untuk mendukung upaya penanganan COVID-19,"" kata Wali Kota Surabaya, Eri Cahyadi. Puskesmas 24 jam ini dilengkapi dengan fasilitas lengkap dan tenaga medis yang siap melayani masyarakat kapan pun dibutuhkan. Dengan adanya"
"1718440298655969743","in","Wisma Jerman Surabaya dan EKONID menggelar kembali Oktoberfest setelah tiga tahun vakum pasca pandemi COVID-19. https://t.co/16Zfd2VqVs"
"1717132199777243535","in","Bahkan di Surabaya pelaku UMKM bidang kuliner tumbuh pesat hingga 200 persen saat pandemi COVID-19. #publisherstory #beritaanaksurabaya https://t.co/CU73pMhv3T"
"1715035607968501888","in","Unusa Diganjar Penghargaan Berkat Kontribusinya pada Pemulihan Pandemi Covid-19 di Jatim. 👇

Universitas Nahdlatul Ulama Surabaya (Unusa) semakin memperkuat reputasinya sebagai kampus… https://t.co/0TXizNo1iv #PendidikanKesehatan #JatimBangkit #rektorunusa via @beritajatimcom"
"1714792785201795583","ja","【Kernel】学術成果を公開しました。
Seroprevalence of SARS-CoV-2 anti-spike IgG antibody among COVID-19 vaccinated individuals residing in Surabaya, East Java, Indonesia
(著: Mori Yasuko et al.)
https://t.co/hfE09njXr9"
"1713724717323153590","in","LN Trans, Beri Solusi Pengiriman Barang dari Surabaya Hingga Labuan Bajo. 👇

Masa pandemi Covid-19 justru membawa keberuntungan bagi usaha rintisan asal Surabaya, yaitu LN Trans. -- Ikuti… https://t.co/KFZMZ1qguN #Teknologi #KomunitasStartup #LNTrans #Showup via @beritajatimcom"
"1712424662788088259","in","Digelarnya kembali gerak jalan Perjuangan Mojokerto Surabaya ini setelah vakum tiga tahun akibat pandemi COVID-19. #publisherstory #beritaanaksurabaya https://t.co/FNCIBlUKG4"
"1711201202401337596","in","Lowongan Kerja Lidah Buaya Group

SALES

Kualifikasi :
Usia maksimal 35 tahun
Pendidikan minimal SMA/SMK sederajat
Sudah vaksin Covid-19 minimial dosis kedua
Penempatan di Purwokerto, Cirebon, dan Surabaya

Selengkapnya di:
https://t.co/melAx88169"
"1707591031653273869","in","Kondisi pasar properti di Surabaya sejak 2021-2022 atau pascapandemi Covid-19 memang cenderung membaik.
https://t.co/s00w1DwUCp"
"1705190175725478227","in","Hal tsb diungkapkan Bupati @achmadfauzi_wy saat wawancara di Radio Suara Surabaya
Menurutnya pasca Pandemi Covid 19 yang paling dimungkinkan dijual untuk mendorong percepatan perekonomian adalah sektor pariwisata. https://t.co/2e2y2IrHsD"
"1703309211386683893","in","Pemkot Surabaya berharap gelaran Piala Dunia U-17 yang akan berlangsung di Stadion GBT bisa mendongkrak ekonomi masyarakat pasca pandemi Covid-19. https://t.co/whGvlz7eUl"
"1702591298664882662","in","[Kasus dokter gadungan atau dokteroid yang melibatkan pria lulusan SMA di Surabaya akhirnya terungkap. dr Anggi menyebut datanya dicatut saat pandemi COVID-19.  https://t.co/OhIt3Jt3Ve"
"1702580256362639543","in","Kasus dokter gadungan atau dokteroid yang melibatkan pria lulusan SMA di Surabaya akhirnya terungkap. dr Anggi menyebut datanya dicatut saat pandemi COVID-19. https://t.co/hRzBIoq3qP"
"1701471200231493634","in","Covid-19 Subvarian Omicron BA.2.86 atau Subvarian Pirola dilaporkan tengah merebak di sejumlah negara, seperti di Amerika Serikat dan sebagian Eropa.
 
#surabaya #covid #opsi #kemenkes #wajibmasker
https://t.co/qnjb9M3c8B"
"1700101886693564556","en","Prof @AySharifi and his colleagues present their study on COVID-19 transmission patterns in Surabaya City, Indonesia. Explore the spatial and sociodemographic factors influencing case dynamics &amp; discover the correlations that shed light on pandemic spread https://t.co/7os8rBPNhO https://t.co/BVtc8AyeMV"
"1698519263282127165","in","Prabowo Subianto Puji Kepemimpinan Jokowi dalam Mengendalikan Pandemi Covid-19 - Suara Surabaya #prabowo #prabowosubianto #prabowountuksemua https://t.co/gsJkqbVSGD"
"1697837771690574210","in","Prabowo Subianto Puji Kepemimpinan Jokowi dalam Mengendalikan Pandemi Covid-19 - Suara Surabaya #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat https://t.co/SkukLD0CuY"
"1697234589931254067","in","3. Hal tersebut selaras dengan program pemerintah yakni tentang Penanggulangan Penyakit TBC di lingkungan kota Surabaya serta akselerasi capaian vaksinasi COVID-19.

#PTPALIndonesia
#BUMNUntukIndonesia
#WorldClassCompany"
"1697234589931254067","in","1. Surabaya (31/08) Dalam karyawan yang sehat terdapat semangat kerja yang kuat. Upaya peningkatan kesehatan para InsanPAL merupakan sebuah kewajiban. Salah satunya melalui kolaborasi bersama Dinas Kesehatan Pemkot Surabaya pada giat Akselerasi Vaksinasi COVID-19 dan Skrining TBC https://t.co/g5IOS2TBv3"
"1695707234834264134","in","dalam survei Indonesia political opinion menyebut Anies Responsif menangani Covid 19 mengalahkan gubernur Jawa Barat dan walikota Surabaya #AniesResponsif"
"1694674360231977183","in","Banyuwangi, https://t.co/L1aPjGFPC2 - Penerbangan rute Banyuwangi-Surabaya kembali dibuka mulai 30 Agustus 2023. Rute tersebut sempat terhenti akibat pandemi Covid-19. Penerbangan ini akan dilayani maskapai Wings Air, jadwalnya seminggu tiga kali.

https://t.co/7c9JwWQOwO"
"1692418898577252661","in","Kabar gembira bagi para penggemar wisata dan perjalanan udara. 

Rute penerbangan Surabaya-Banyuwangi atau sebaliknya kembali dibuka setelah sempat terhenti akibat pandemi Covid-19."
"1690917449850617856","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 14 Agustus 2023 #VaksinCovid-19 https://t.co/6I8PJkGhs0"
"1690189893044150274","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 12 Agustus 2023 #VaksinCovid-19 https://t.co/ddHwVopCCO"
"1689465119942541312","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 10 Agustus 2023 #VaksinCovid-19 https://t.co/41gKWf01HC"
"1689110544903786496","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 9 Agustus 2023 #VaksinCovid-19 https://t.co/Cas15bCyqV"
"1688556074633428992","in","PN Surabaya Masih Berlakukan Sidang Daring Meskipun Pandemi Covid-19 Sudah Dicabut https://t.co/g2UybL5WBC"
"1688451762175565824","en","STUDY OF VISUAL FATIGUE DUE TO EXTENDED GADGET USE DURING THE COVID-19 PANDEMIC
https://t.co/nx47RM4Hnc

GROWTH AND DEVELOPMENT ON INFANTS AGED 0-24 MONTHS WITH A HISTORY OF LOW BIRTH WEIGHT (LBW) IN DR. SOETOMO GENERAL HOSPITAL SURABAYA
https://t.co/LYiZDPRucp"
"1688417151798104064","in","Pemerintah menerbirkan Peraturan Presiden Republik Indonesia (Perpres) Nomor 48 Tahun 2023 tentang Pengakhiran Penanganan Pandemi Covid-19.
 
#surabaya #jokowi #perpres #covid #beritajawatimur #kabarjatim
https://t.co/sRWonqghPp"
"1686155287311630336","in","Warga Mojokerto Sumringah Desanya Dipakai KKN 6 Negara. 👇

Sempat vakum tiga tahun akibat pandemi Covid-19, UK Petra Surabaya kembali menggelar KKN Internasional COP di Kabupaten… #PendidikanKesehatan #KabupatenMojokerto #KKN via @beritajatimcom https://t.co/TApxg05vfx"
"1684998283033296896","en","Phenotypic grouping of Catheter-Associated Escherichia coli from COVID-19 isolation wards using Hierarchical clustering in Surabaya  https://t.co/zvXb70FUG7 #medRxiv"
"1681553241774129158","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 19 Juli 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/Y8S3TZvbKC"
"1680202075198877696","in","Pernah Viral pada Tahun 2017 Hingga 2019, Wisata Kampung Warna-Warni di Malang ini Kini Terbengkalai? Benarkah Akibat Efek Usai Pendemi Covid-19? https://t.co/ymAwqBn0uR"
"1679711676793499649","in","@Bunga_JyKesuma @Leonita_Lestari Itu wilayah kadrun di Jatim, bahkan mereka pernah mau ngacak2 Surabaya gara2 cak Eri nutup jembatan Suramadu bulan Juni/Juli 2021 (masa2 horror covid 19) padahal masyarakat Surabaya justru setuju dengan penutupan Jembatan Suramadu"
"1678751315357319172","in","Surabaya Cross Culture International Folk Art Festival, yang selama pandemi Covid-19 absen, dihidupkan lagi tahun ini. Berlangsung 16-20 Juli 2023, festival ini meneguhkan diplomasi antarbangsa melalui seni budaya. #Nusantara #AdadiKompas

https://t.co/RJGD4BsFEE"
"1678751156321804288","in","Surabaya Cross Culture International Folk Art Festival, yang selama pandemi Covid-19 absen, dihidupkan lagi tahun ini. Berlangsung 16-20 Juli 2023, festival ini meneguhkan diplomasi antarbangsa melalui seni budaya. #Nusantara #AdadiKompas

https://t.co/ZYEdIg1Lqe"
"1678747608729153538","in","Surabaya Cross Culture International Folk Art Festival, yang selama pandemi Covid-19 absen, dihidupkan lagi tahun ini. Berlangsung 16-20 Juli 2023, festival ini meneguhkan diplomasi antarbangsa melalui seni budaya. #Nusantara #AdadiKompas 

 https://t.co/cLNcUfXHOb"
"1678694380004323328","in","Komunitas gowes ini sebagian besar anggotanya dari Surabaya dan Sidoarjo, baru terbentuk saat pandemi Covid-19 melanda dunia, termasuk Indonesia. https://t.co/ke38WSFTI9"
"1678666655080087552","in","SR, Surabaya - Setelah sempat terhenti selama 3 tahun akibat pandemi COVID-19, kini Surabaya Cross Culture International Folk Art Festival (SCCIFAF) Tahun 2023 kembali digelar oleh Pemerintah Kota (Pemkot) Surabaya. 

Pada #DisbudporaparKotaSurabaya

https://t.co/LcGpMCjC59 https://t.co/7UMbSOZLwl"
"1678644838676275200","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 11 Juli 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/ig9NRiIJVt"
"1678635302292795393","in","Hallo Sahabat RS. Bhayangkara H.S. Samsoeri Mertojoso Surabaya,
Kuota Vaksinasi Covid-19 ""INAVAC"" sudah tersedia , GRATISS !😍
Yuk buruan yang mau daftar, kuota terbatas yaaa...
Pelayanan Vaksinasi kami buka setiap hari Senin - Jum'at (08.00 - 12.00 WIB). https://t.co/qc7zbRf5Ch"
"1678569053898838017","in","Setelah terhenti selama 3 tahun akibat pandemi COVID-19, Pemkot Surabaya kembali menggelar Surabaya Cross Culture International Folk Art Festival (SCCIFAF). https://t.co/ED2zZ0sEat"
"1678270333948932097","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 10 Juli 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/9vrdrPLA9Q"
"1677968113781055488","in","Berita Prabowo :  Prabowo Subianto Subianto Puji Kepemimpinan Jokowi dalam Mengendalikan Pandemi Covid-19 - Suara Surabaya #Prabowo #BangkitBersama https://t.co/KEV4EDNATM"
"1677534891733573633","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 8 Juli 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/DTFxmDAe9H"
"1677227191275491329","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 7 Juli 2023
#infovaksinsurabaya
#vaksinbooster
https://t.co/uA4IdRMnfu"
"1676799850682392576","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 6 Juli 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/F7S6hudm0N"
"1676501351147397120","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 5 Juli 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/Ykw5sBuIZN"
"1676063127451103232","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 4 Juli 2023
#infovaksinsurabaya
#vaksinbooster
https://t.co/2OTYk36nrh"
"1675714359069396993","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 3 Juli 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/gpeA44SmjT"
"1675017001683779585","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 1 Juli 2023
#infovaksinsurabaya
#vaksinbooster 
Artikel ini telah tayang diJPNN.comdengan judul
""Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 1 Juli 2023"",
https://t.co/eUXO7oKH9Q"
"1674611778247094273","in","#BeritaJatim
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 30 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/kNFUVkH3hK"
"1674457960859455489","in","sebelumnya komunitas TDA Surabaya secara rutin melakukan Sego Berkat Suroboyo setiap hari Senin dan Jumat. Program ini dilakukan di tengah pandemi COVID-19. https://t.co/f1wBa3hFek"
"1674274482431856640","in","#BeritaJatim
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 29 Juni 2023
#infovaksinsurabaya 
#vaksinbooster
https://t.co/c2tCMKXAhw"
"1673920190952931329","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 28 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/oe3EebCpo7"
"1673533421254242304","in","#BeritaJatim
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 27 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/9DU3tOrOW7"
"1673329897119293441","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 26 Juni 2023
#infovaksinsurabaya
#vaksinbooster
https://t.co/dFFPRQLHpU"
"1672141600414380033","in","#BeritaJatim
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 23 Juni 2023
#infovaksinsurabaya
#vaksinbooster
https://t.co/c94FluAYhx"
"1672064448167821313","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 23 Juni 2023 #VaksinCovid-19 https://t.co/c94FluAYhx"
"1671710868495806466","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 22 Juni 2023 #VaksinCovid-19 https://t.co/NyBBCZj697"
"1671695077905928193","in","#BeritaJatim
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 22 Juni 2023
#infovaksinsurabaya 
#vaksinbooster 
https://t.co/NyBBCZj697"
"1671550292335157248","in","#DiskusiInteraktifElshinta Apa yang harus diwaspadai setelah pemerintah menetapkan status endemi COVID 19?

Talk: Pakar Epidemiologi Universitas Airlangga (Unair) Surabaya, Dr. dr. Windhu Purnomo MS.

Streaming; https://t.co/srNuwpUqf7 https://t.co/zgEsNPx8UC"
"1671523636413341696","in","Nantikan Diskusi Interaktif malam ini. 

Tema: Apa yang harus diwaspadai setelah pemerintah menetapkan status Endemi COVID 19? 

Narasumber: 
23:00: Pakar Epidemiologi Universitas Airlangga (Unair) Surabaya, Dr dr Windhu Purnomo. 

24:00: Pengamat Kesehatan/Kordinator Advokasi… https://t.co/UiW7usjuRW"
"1671480898376847360","in","#Beritajatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 21 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/hZ4gjId6XA"
"1671468399472553985","in","Presiden Joko Widodo (Jokowi) secara resmi mengumumkan pencabutan status pandemi Covid-19 di Indonesia, Rabu (21/06/2023).

#surabaya #status #covid #cabut #sidang #surabayahits
https://t.co/ApZ9rQBNm3"
"1671412180590419968","in","Ayo Lindungi Diri dan Keluarga Anda dengan Antibodi Covid-19 terbaik, mumpung masih GRATIS.

#Vaksin 
#VaksinasiCovid19
#PolrestabesSurabaya
#PoldaJatim 
#Polri 
#Surabaya 
#JogoSuroboyo 
#HariBhayangkara77 
#HariBhayangkaraKe77 
#HumasPolri"
"1671363579680006144","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 21 Juni 2023 #VaksinCovid-19 https://t.co/hZ4gjId6XA"
"1670985574273134592","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 20 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/O5r3yhL7i5"
"1670954632536018945","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 20 Juni 2023 #VaksinCovid-19 https://t.co/O5r3yhL7i5"
"1670639073801961472","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 19 Juni 2023
#infovaksinsurabaya 
#vaksinbooster 
https://t.co/vewq12mwqj"
"1670599796787417088","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 19 Juni 2023 #VaksinCovid-19 https://t.co/vewq12mwqj"
"1669948356293197824","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 17 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/o72C566oU5"
"1669890122815541248","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 17 Juni 2023 #VaksinCovid-19 https://t.co/o72C566oU5"
"1669592066995949568","in","#BeritaJatim
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 16 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/My5VNj1BrH"
"1669512640375439360","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 16 Juni 2023 #VaksinCovid-19 https://t.co/My5VNj1BrH"
"1669503301149409281","in","Topik Diskusi Pagi ini; Indonesia akan Segera Masuk Fase “Endemi Covid-19.” Apa saja tahap-tahap dan syarat-syarat yang mesti dicapai sebelum secara resmi diumumkan?. Berikut pendapat Ahli Epidemiologi Universitas Airlangga Surabaya; Dr Windhu Purnomo #Now #LIVE #TOPIK #endemi"
"1669200720879570945","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 15 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/CADB2JP7Ah"
"1669159057444470785","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 15 Juni 2023 #VaksinCovid-19 https://t.co/CADB2JP7Ah"
"1667440209808728066","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 10 Juni 2023
#infojvaksinsurabaya 
#vaksinbooster 
https://t.co/9pL6MxtCeQ"
"1667355922812006402","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 10 Juni 2023 #VaksinCovid-19 https://t.co/9pL6MxtCeQ"
"1667011656143245312","in","#BeritaJatim
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 9 Juni 2023
#infovaksinsurabaya
#vaksinbooster
https://t.co/CBnIpsEEud"
"1666989760659984384","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 9 Juni 2023 #VaksinCovid-19 https://t.co/CBnIpsEEud"
"1668787856138194944","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 14 Juni 2023 #VaksinCovid-19 https://t.co/WhYizqbMfE"
"1668484609791885313","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 13 Juni 2023 #VaksinCovid-19 https://t.co/fUCzTDe2PY"
"1668446020123131906","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 13 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/fUCzTDe2PY"
"1668190448781869058","in","SR, Surabaya - Mulai 12 Juni 2023, pelanggan Kereta Api (KA) Jarak Jauh diperbolehkan tidak menggunakan masker apabila dalam keadaan sehat dan tidak berisiko tertular atau menularkan Covid-19.

Meski begitu, KAI menganjurkan pelanggan melakukan

https://t.co/UOD0asASuD https://t.co/LVLMhQJySV"
"1668074410115485697","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 12 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/h3oq3e8gxc"
"1668073147869057024","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 12 Juni 2023 #VaksinCovid-19 https://t.co/h3oq3e8gxc"
"1666974171770003462","in","Dampak Positif Pandemi Covid-19, Teknologi Digital Permudah Dunia Pendidikan.

Covid-19 ternyata secara tidak langsung memiliki dampak positif kepada semua pihak. Salah satunya di dunia… #PendidikanKesehatan #Covid19 #Jatim #Surabaya via @beritajatimcom https://t.co/w9Tel3NLLq"
"1666723739042713601","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 8 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/woGVCyeFDy"
"1666638697830432768","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 8 Juni 2023 #VaksinCovid-19 https://t.co/woGVCyeFDy"
"1666323284898766848","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 7 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/Qli6Ozk4FH"
"1664161067751309313","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 1 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/jqQ4oOT8j7"
"1664070526967631872","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 1 Juni 2023 #VaksinCovid-19 https://t.co/jqQ4oOT8j7"
"1663785146540236800","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 31 Mei 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/HmJp6c9QcO"
"1666242334726688768","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 7 Juni 2023 #VaksinCovid-19 https://t.co/Qli6Ozk4FH"
"1666018650342694912","in","#BeritaJatim
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 6 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/k8MOjNkd9k"
"1666018015421530113","in","Kalo melihat &amp; mengamati strategi dari Bupati Sumenep dalam upaya membangkitkan gairah perekenomian Sumenep pasca pandemi Covid-19 hingga berhasil menurunkan angka kemiskinan &amp; pengangguran maka sudah sepantasnya Bupati Kampung ini berkantor di Surabaya pada 2024 nanti

Setuju ? https://t.co/3aUyTKAsgd"
"1665956704109092864","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 6 Juni 2023 #VaksinCovid-19 https://t.co/k8MOjNkd9k"
"1665546231605522436","in","#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 5 Juni 2023
#infovaksinsurabaya 
#vaksinbooster
https://t.co/iaJxCVUUu2"
"1663758463917506560","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 31 Mei 2023 #VaksinCovid-19 https://t.co/HmJp6c9QcO"
"1665533917246672896","in","Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 5 Juni 2023 #VaksinCovid-19 https://t.co/iaJxCVVsjA"
"1664828364291469312","in","#BeritaJatim
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 3 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/VxU0nQ9plB"
