"conversation_id_str","lang","full_text"
"1680941956120317952","in","#IGORpulangkeSurabaya
Ada yang di Surabaya? Datang yaaaa!! 
🍜🍳✨😜😘💛

Pameran pertama selepas huru-hara pandemi nih 🥹 https://t.co/GHyIpRauJu"
"1689271925510725632","in","Kayaknya sejak pandemi aku juarang pol ketemu/ngobrol sama temen. Apalagi sejak di Surabaya, jadi gaada temen samsek. Palingan cuma temen kantor yg kalo main bahasnya ya kerjaan lagi."
"1680450112928251904","in","WE ARE OFFICIALLY BACK!

Surabaya Cross Culture International Folk Art Festival 2023 kembali hadir setelah 3 tahun absen karena pandemi 

Delegasi seni dan budaya dari 8 negara dan 9 daerah di Indonesia ikut ambil bagian dalam event yang digelar mulai 16-20 Juli 2023 ini 😍 https://t.co/o67ao4E2Fc"
"1688394703346319361","in","@jawashitpost Ini demo waktu pandemi di surabaya😁"
"1702580256362639543","in","Kasus dokter gadungan atau dokteroid yang melibatkan pria lulusan SMA di Surabaya akhirnya terungkap. dr Anggi menyebut datanya dicatut saat pandemi COVID-19. https://t.co/hRzBIoq3qP"
"1688593640699133952","in","@dipukulormas @PeriBesi Wkwkwkwkwkwk sebenernya sama aja, aku asli Surabaya kok, logatku jg kasar😂😂😂😂😂

Cuma sedari awal aku cuma mempertanyakan emang boleh ada acara musik sampe semalem itu di tengah pandemi? Dan solusinya gimana biar ga mengganggu warga sekitar. Jd ya stay calm😂😂😂😂😂"
"1688556074633428992","in","PN Surabaya Masih Berlakukan Sidang Daring Meskipun Pandemi Covid-19 Sudah Dicabut https://t.co/g2UybL5WBC"
"1680448644879908864","in","Sekilas acara pembukaan dino pertama Surabaya Cross Culture International Folk 2023 nang dalan mau isuk berlangsung meriah!  Gawe seng durung ngerti iki acara taonan nang Suroboyo sawise 4 taon mari pandemi akhire mbalik maneh rek. Partisipane teko internasional &amp; nasional.… https://t.co/ff2ZnfjqDj"
"1678569053898838017","in","Setelah terhenti selama 3 tahun akibat pandemi COVID-19, Pemkot Surabaya kembali menggelar Surabaya Cross Culture International Folk Art Festival (SCCIFAF). https://t.co/ED2zZ0sEat"
"1702512560367665501","in","@awantimur1 @txttransportasi Pangsa pasar kereta cepat itu ngambilnya lebih banyak dari penerbangan, bukan KAJJ. Kalau dibandingin antara Jakarta-Bandung dan Jakarta-Surabaya, yang kedua jelas lebih rame rute penerbangannya, bahkan termasuk 10 besar rute tersibuk di dunia sebelum pandemi."
"1701551553436635156","in","Setelah pandemi mereda, kompetisi PGFC yg diselenggarakan oleh Petrokimia Gresik tahun ini  mempertandingkan 32 tim terbaik dari sekolah di beberapa daerah di Jawa Timur, yaitu dari Gresik, Surabaya, Lamongan, Sidoarjo, dan Mojokerto https://t.co/YvHC7QpCnC"
"1680394734521712641","in","SURABAYA CROSS CULTURE IS BACK!

Setelah harus absen 3 tahun karena pandemi, tahun ini Surabaya Cross Culture International Folk Art Festival kembali but kalian semua warga Surabaya

Yuk sambut tamu spesial dari berbagai negara dan kota ini mulai tanggal 16-20 Juli 2023 https://t.co/kdcUWl7mKG"
"1700507582753030621","in","@Andri7936522185 @kecapsaossambel @48timee Anniversary ke 8 kak (sebelum pandemi) dan venuenya di Tunjungan Plaza Surabaya"
"1699680015926059166","in","@tanyarlfes Terutama dulu jaman pandemi sering banget up foto2 jae pas nge- twitch 😭 mana kaya koko-koko surabaya wibu introvert kan dia 😭"
"1698858025816388048","in","setelah ngeblog sejak pandemi, akhirnya bisa ketemu beberapa temen blogger di event offline sambil jajan😆 
yang di Surabaya bisa nih cobain jajan hemat dan dapet cashback 70% hihi cocok buat tanggal tua 😜
https://t.co/GXfy8kmfAC"
"1688417151798104064","in","Pemerintah menerbirkan Peraturan Presiden Republik Indonesia (Perpres) Nomor 48 Tahun 2023 tentang Pengakhiran Penanganan Pandemi Covid-19.
 
#surabaya #jokowi #perpres #covid #beritajawatimur #kabarjatim
https://t.co/sRWonqghPp"
"1679802131300352001","in","Pandemi Dicabut, Winston Sebut Pasar Properti Surabaya Bergairah https://t.co/OoVDHXB07j"
"1678751315357319172","in","Surabaya Cross Culture International Folk Art Festival, yang selama pandemi Covid-19 absen, dihidupkan lagi tahun ini. Berlangsung 16-20 Juli 2023, festival ini meneguhkan diplomasi antarbangsa melalui seni budaya. #Nusantara #AdadiKompas

https://t.co/RJGD4BsFEE"
"1671564308000677894","in","Masuk tahun 2021, dilakukan kegiatan  pelatihan onsite  penanganan pandemi kepada relawan dan unsur masyarakat yang membawa  saya ke beberapa  provinsi yang tingkat penyebaran tinggi seperti Surabaya, Makassar  sampai ke Papua. https://t.co/AFr5JDCe1k"
"1671468399472553985","in","Presiden Joko Widodo (Jokowi) secara resmi mengumumkan pencabutan status pandemi Covid-19 di Indonesia, Rabu (21/06/2023).

#surabaya #status #covid #cabut #sidang #surabayahits
https://t.co/ApZ9rQBNm3"
"1670653885550317569","in","#InfoGen1031FM Rumah Potong Hewan (RPH) Surabaya memprediksi penjualan dan jasa potong hewan kurban pada momen Hari Raya Iduladha tahun ini, meningkat 10 persen dibanding tahun sebelumnya. Prediksi ini seiring dengan kondisi pandemi yang mulai stabil serta ekonomi yang membaik."
"1678264133081530368","in","Setelah melalui empat kali perpanjangan, Program Asimilasi di Rumah secara resmi diberhentikan di Rutan Kelas I Surabaya mulai tanggal 1 Juli 2023. Thoha menjelaskan bahwa dengan berakhirnya status pandemi, program asimilasi di rumah tidak lagi tersedia di Rutan Kelas I Surabaya."
"1669702617608630273","in","PT KAI DAOP 8 Surabaya, mulai menerapkan aturan baru perjalanan yakni pelaku perjalanan tidak diwajibkan lagi memakai masker. Kasus pandemi yang kian terkendali dan aturan perjalanan yang semakin longgar, diharapkan dapat meningkatkan jumlah penumpang.  https://t.co/ns6OyEQSsE https://t.co/TEVKngejy2"
"1669670452036526081","in","@MargonoWijoyo @pengarang_sajak Kalau soal kehidupan mah saya enjoy bos, awal pandemi sebelum ada vaksin masih bisa ke Batam.
Pas pandemi bolak balik Jakarta Surabaya bos. Tetapi klo ngobrol di warung kopi banyak rakyat yg susah dlm kehidupan nya ya disitulah meluapkan kekesalan ke pemerintah."
"1669330043527647232","in","kalo ada event patjarmerah entah kenapa gak rejekinya buat ikut semua. waktu rencana awal yg diadain di solo gagal karna pandemi. akhirnya cuma bisa berkunjung sekali pas di malang sama surabaya. sekarang event ada di solo tapi saya udah gak di sana. memang memang"
"1667449813200433152","in","Diingatin Gugel foto, awal pandemi tuh aku sempat bakulan demi dapur tetap ngebul. Dulu jualan beer &amp; perbabian ini. Masakan tacik tetangga. Laku keras. Merk terinspirasi dr nama restonya chef pemenang mastercef yg asal Surabaya. Kelen dulu awal pandemi terdampak juga ga Guiz?! https://t.co/u0OwKDmeqh"
"1678751156321804288","in","Surabaya Cross Culture International Folk Art Festival, yang selama pandemi Covid-19 absen, dihidupkan lagi tahun ini. Berlangsung 16-20 Juli 2023, festival ini meneguhkan diplomasi antarbangsa melalui seni budaya. #Nusantara #AdadiKompas

https://t.co/ZYEdIg1Lqe"
"1667369611988451330","in","Tersisa perkara tak terlupakan. LPJ  Periode 2019-2024, dipotong 2 th Pandemi yg ditelaah br selesai th. 2025. Apa yg terjadi dg kabinet ini? Ngapain saja ya selama resesi &amp; WFH? Laporan keuangan BI berhenti di th 2011(Perpustakaan BI Surabaya). Pak @jokowi https://t.co/hMNEhfRe88"
"1678264133081530368","in","STATUS PANDEMI DICABUT, PROGRAM ASIMILASI DI RUMAH DIBERHENTIKAN

Sidoarjo - (06/07) Rutan Kelas I Surabaya mengumumkan pemberhentian Program Asimilasi di Rumah bagi warga binaan pemasyarakatan sebagai langkah responsif terhadap https://t.co/cN5rhaldao"
"1677968113781055488","in","Berita Prabowo :  Prabowo Subianto Subianto Puji Kepemimpinan Jokowi dalam Mengendalikan Pandemi Covid-19 - Suara Surabaya #Prabowo #BangkitBersama https://t.co/KEV4EDNATM"
"1678747608729153538","in","Surabaya Cross Culture International Folk Art Festival, yang selama pandemi Covid-19 absen, dihidupkan lagi tahun ini. Berlangsung 16-20 Juli 2023, festival ini meneguhkan diplomasi antarbangsa melalui seni budaya. #Nusantara #AdadiKompas 

 https://t.co/cLNcUfXHOb"
"1677580790572683265","in","@agathayantri Wes suwe, say. Di Surabaya dulu sih kopinya enak. Sering janjian sama orang juga di sana. Pasca pandemi belum nongki di sini lagi."
"1678694380004323328","in","Komunitas gowes ini sebagian besar anggotanya dari Surabaya dan Sidoarjo, baru terbentuk saat pandemi Covid-19 melanda dunia, termasuk Indonesia. https://t.co/ke38WSFTI9"
"1676553737333268480","in","WE ARE BACK!

Setelah harus absen selama 3 tahun karena pandemi, Surabaya Cross Culture International Folk Art Festival hadir kembali tahun ini!

Yuk sambut mereka dengan keramahan dan kehangatan ❤️

#BanggaSurabaya https://t.co/nPLjCHKM06"
"1678666655080087552","in","SR, Surabaya - Setelah sempat terhenti selama 3 tahun akibat pandemi COVID-19, kini Surabaya Cross Culture International Folk Art Festival (SCCIFAF) Tahun 2023 kembali digelar oleh Pemerintah Kota (Pemkot) Surabaya. 

Pada #DisbudporaparKotaSurabaya

https://t.co/LcGpMCjC59 https://t.co/7UMbSOZLwl"
"1678653354409619458","in","Setelah harus absen 3 tahun karena pandemi, tahun ini Surabaya Cross Culture International Folk Art Festival kembali buat kalian semua warga Surabaya 😍😍

Yuk sambut tamu spesial dari berbagai negara dan kota ini mulai tanggal 16-20 Juli 2023 🎉🎉

Catat tanggalnya ya rek! 🫶🏻 https://t.co/XaKg9K4hxM"
"1678631468656885761","in","Setelah harus absen 3 tahun karena pandemi, tahun ini Surabaya Cross Culture International Folk Art Festival kembali buat kalian semua warga Surabaya 😍😍

Yuk sambut tamu spesial dari berbagai negara dan kota ini mulai tanggal 16-20 Juli 2023 🎉🎉

Catat tanggalnya ya rek! 🫶🏻 https://t.co/Kt6coBHeQh"
"1676550839757053954","in","WE ARE BACK!

Setelah harus absen selama 3 tahun karena pandemi, Surabaya Cross Culture International Folk Art Festival hadir kembali tahun ini!

Yuk sambut mereka dengan keramahan dan kehangatan ❤️ https://t.co/XOJ2LE3Lt1"
"1675793245530656768","in","Ivan Dwi Kurnia Putra, fotografer berbasis di Surabaya mendokumentasikan komunitas transpuan pasca pandemi di Surabaya, Jawa Timur. Foto dan teks: Ivan Dwi Kurniawan untuk Kurawal Foundation https://t.co/GREBFi9vtl"
"1663019274439643137","in","Besok bersama FMR Surabaya! 

Ketidak puasan terhadap sistem kapitalisme sudah dibuktikan oleh demonstrasi besar yang meledak di seluruh negeri sejak tahun sebelum pandemi-hari ini dan baru saja kita saksikan di Prancis dan banyak negeri lainnya. 

#sosialisme #revolusioner https://t.co/1ex6BU1d93"
"1675153504946757632","in","@merapi_uncover Aku orang surabaya,dulu sebelum pandemi setahun bisa 3-5X liburan ke yogya sama istri.sampai kepikiran mau beli rumah di sana buat masa tua nanti.kayak nya tinggal di sana enak banget.gak tau kalau sekarang,sudah 3 tahun aku gak kesana."
"1674457960859455489","in","sebelumnya komunitas TDA Surabaya secara rutin melakukan Sego Berkat Suroboyo setiap hari Senin dan Jumat. Program ini dilakukan di tengah pandemi COVID-19. https://t.co/f1wBa3hFek"
"1674426172279775234","in","Jumat, 23 Juni 2023

First time naik KAJJ pasca pandemi, tujuan terjauh Surabaya dan naik di kelas ekonomi.

132 Dharmawangsa (Pse-Sbi), keberangkatan Ps. Senen 08.40.

@maul_malikk @BisKota_

- utas - https://t.co/hTvNTNv1Wa"
"1674411614903361545","in","@hasyimmah Aku malah sebelum pandemi sdh lihat di Jakarta, tapi agak ke teatrical, wktu itu belum tren di kota lain, baru setahun kemudian ketemu di surabaya, cmn sayange ga teatrical konsep e"
"1674161685760966656","in","Fokus Pak Eri belum jelas kayaknya memperbaiki apa dulu fokusnya, harusnya kalau beliau lanjut jadi lagi ya fokus transum, karena Bu Risma dulu mau lakuin itu tapi keburu pandemi, jadi bubar itu rencana, Surabaya emang ketinggalan jauh sekarang, ini yg bikin bingung."
"1666368994012704768","in","@mat_pii @Nabilnurfa @txtanakbioskop Wkwk.. sebelum pandemi sering naik KA ke surabaya demi nonton di IMAX 🤣"
"1674023753188249600","in","Dulu zaman sebelum pandemi aku menikmati kondisi ini. Berdiri dari Malang ke Surabaya ☺️"
"1672954062206119937","in","Tepat setahun, JKT48 awaydays dalam rangkaian Tour pertama pasca pandemi dengan Surabaya menjadi tujuan pertama. Semoga Tour tahun ini dengan susunan kota yang sama bisa berjalan lancar, member datang dan keluar venue dengan nyaman https://t.co/hol7UxtoYZ"
"1666974171770003462","in","Dampak Positif Pandemi Covid-19, Teknologi Digital Permudah Dunia Pendidikan.

Covid-19 ternyata secara tidak langsung memiliki dampak positif kepada semua pihak. Salah satunya di dunia… #PendidikanKesehatan #Covid19 #Jatim #Surabaya via @beritajatimcom https://t.co/w9Tel3NLLq"
"1662680107289550848","in","@kalrtun @worksfess Dulu sebelum pandemi, dan masih tinggal di Medan. Kalau mau ke Bali atau surabaya lebih murah transit KL dibanding transit Jakarta. Jadi sebenernya ongkos ke Penang ga mahal mahal banget nder"
"1666964134972502016","in","Pengen ngelus kucing ireng di surabaya, seingetku dari pandemi ga pernah ketemu kucing ireng yang gede, apakah bisa ketemu tahun ini ?"
"1654790875027996674","in","Walaupun Covid-19 berakhir sebagai darurat kesehatan global, Sobat Muda harus tetap menjaga kesehatan yaa dengan makan makanan yang sehat dan minum vitamin sesuai dengan kebutuhan💪

Penulis: Baiq N.
Visual: Vania

#SMNews #surabayamuda #surabaya #WHO #covid19 #pandemi"
"1666463548086829056","in","Bisnis Kosmetik Semakin Manis Usai Pandemi, PT SML Optimis Bisa Kuasai Pasar Raw Material Kosmetik di Surabaya.

Surabaya (https://t.co/ksziGGp1k3) – Meningkatnya penggunaan media sosial membuat bisnis kosmetik pun… #Ekbis #Cosmetic via @beritajatimcom https://t.co/rxMUdFx4wK"
"1654414961635123200","in","Kesehatan Republik Indonesia (RI) dalam proses percepatan pengendalian pandemi COVID-19 di Kota Surabaya. Karenanya, pemkot mendigitalisasi seluruh rekam medik di fasilitas kesehatan, sehingga penanganan kepada pasien diharapkan lebih cepat dan optimal."
"1666018015421530113","in","Kalo melihat &amp; mengamati strategi dari Bupati Sumenep dalam upaya membangkitkan gairah perekenomian Sumenep pasca pandemi Covid-19 hingga berhasil menurunkan angka kemiskinan &amp; pengangguran maka sudah sepantasnya Bupati Kampung ini berkantor di Surabaya pada 2024 nanti

Setuju ? https://t.co/3aUyTKAsgd"
"1654414961635123200","in","Wali Kota Surabaya Eri Cahyadi mewakili Indonesia sebagai satu-satunya kepala daerah yang membagikan pengalaman mengendalikan pandemi COVID-19 di Kota Surabaya. Pengalaman itu dibagikan Wali Kota Eri Cahyadi dihadapan perwakilan WHO https://t.co/JgfPsAIEiN"
"1654323148731318272","in","Di tengah melandainya Covid-19, sejumlah jejak puncak pandemi tertinggal di banyak tempat dan rusak di Surabaya. Hingga saat ini pandemibelum berakhir. #Foto #AdadiKompas 

https://t.co/bo04tN3215"
"1654027321211252737","in","Berbicara di Forum WHO dan UNDRR, Wali Kota Eri Cerita Kiat Sukses Surabaya Atasi Pandemi - https://t.co/sElUY5WszW https://t.co/nRuaI2AVsl #Cerita"
"1654014866733035521","in","pandemi Covid-19 ini kemudian memberi pelajaran berharga bagi Pemkot Surabaya untuk melakukan berbagai pembenahan pelayanan kesehatan di Surabaya. #selaluid #breakingnews
https://t.co/8e5DEtOKYO"
"1653992940589465600","in","SR, Surabaya – Ketua Umum Perhimpunan Hotel dan Media Indonesia (PHMI), Arief Rahman mengatakan, kolaborasi hotel dan media melalui PHMI dapat meningkatkan industri pariwisata di Tanah Air yang sempat mati suri saat pandemi Covid-19. #GeliatPariwisata

https://t.co/gXjHbEp4ie https://t.co/a0Frg7p4I9"
"1665487992923000832","in","Stasiun Surabaya Pasarturi maupun Gubeng, petugas keamannya gapernah sekasar ini saat mengingatkan orang. Kecuali memang pd saat masa pandemi kemarin. 
Kalo memang masih diterapkannya penggunaan masker tolong dilaksanakan disemua kereta dan jangan hanya jadi formalitas saja."
"1653689694918680581","in","Surabaya (https://t.co/vaNCwV57ff) – Kepala Dinas Kesehatan Provinsi Jawa Timur, Dr. dr. Erwin Astha Triyono, Sp.Pd, K-PTI mengatakan, perhatian masyarakat terhadap hipertensi sempat tenggelam karena pandemi Covid-19.https://t.co/d8rSjlvxtd"
"1661691430522478593","in","GITA SWARA BUANA ready for SURABAYA VAGANZA

Hallo squad... Eh Rek rek rek... tak kandani yoo. 
Setelah sekian lama pandemi akhirnya digelar kembali Surabaya Vaganza 2023 yang dapat disaksikan oleh seluruh warga Surabaya dan sekitarnya. Gita Swara Buana akan mempersembahkan https://t.co/PL0UnVHESJ"
"1661663219839270912","in","2023 merupakan tahun kedua penyelenggaraan ibadah haji setelah pandemi covid-19.
Jumlah ini meningkat 100% dibanding 2022. Embarkasi Surabaya memberangkatkan lebih dari 18 ribu calon haji pada 2022. 

@Kemenag_RI 
@YaqutCQoumas 

https://t.co/1Qsp9sAtOr https://t.co/NKnPhfotuC"
"1663833583554019330","in","@ammanah Sebelum Pandemi sering di 
- dilo kayutangan (sekarang udah tutup, pindah ke MCC).
- the bros (udah tutup juga)

Surabaya, saya ga tau. @jokosu_10 lebih tahu."
"1664239663908028416","in","Dengan hasil perputaran ekonomi yang terjadi membuktikan bahwa perekonomian Kota Surabaya berangsur membaik, pasca pandemi Covid-19. https://t.co/Kmw1eztcXX"
"1663868678725849094","in","Sibuk Kerja, sampe kudet soal Adimas 😂 apalagi IIMS Surabaya sama KPM Prima

O iya, Waktu Pandemi, pengangguran meningkat. Sempet was2 juga, takut kena imbas. eh ternyata enggak! 😁

BPS @bps_statistics bilang, kalo pengangguran menurun, pertumbuhan ekonomi juga menguat...🥰
.
. https://t.co/r2mnunbXWp"
"1663122539810287617","in","SR, Surabaya - Kemajuan teknologi digital memiliki peran penting dalam mempromosikan sekaligus memasarkan potensi pariwisata dan ekonomi kreatif (ekraf), terlebih pasca pandemi Covid-19.

Hal tersebutdisampaikan oleh anggota Komisi X DPR RI, Puti #Ekra

https://t.co/dRBCuFr2kN https://t.co/NBYmbb74ZD"
"1653280793467428864","in","Hardiknas Ingatkan Tiga Tahun Pandemi Ubah Pendidikan Surabaya Jadi Serba Digital 
https://t.co/0qNgGEtEwf"
"1652208031680331776","in","Mau ngomel bentar, sejak kapan surabaya banjarmasin transit jakarta dulu, sebelum pandemi bisa langsung kok, setelah pandemi makin ngadi2 nih rute maskapai, yakalo terjangkau sih gpp, kelas ekonomi aja uda setengah gaji UMR gilak 😒"
"1495198163287773185","in","@veroaktivis Jgn pesimis hanya dgn melihat data Bu Vero, apalagi jk Anda tdk tinggal di Surabaya. Dibandingkan dgn Walikota daerah lain yg kerjanya 0 tapi korupsi digiatkan. Apalagi Walikota Surabaya menjabat saat pandemi Covid-19. Saya sbg warga Surabaya sangat² terbantu dgn kinerja Beliau."
"1651467781337120768","in","Hampir seminggu lebaran berlalu.
Alhandulillah tahun ini bisa berlebaran bersama keluarga di Surabaya, setelah 3x lebaran berturut2 enggak mudik karena pandemi Covid-19.
#BerkontenRiaBersamaIndiHome 
#AktivitasTanpaBatas 
#InternetnyaIndonesia"
"1650844743516172289","in","Inilah knp gue cinta ama produk lokal. Tiap mudik ke Surabaya gue selalu nyempetin ke Tanggulangin cuma buat beli tas kulit sapi asli. Gue punya tas dari jaman SMA msh awet. Sayang gara2 pandemi jd terdampak pilihannya gak sebanyak dulu. Tapi kualitas jgn ditanya, bagus pol 👍"
"1647896203735212032","in","Setelah beberapa waktu kunjungan tatap muka tidak digelar dikarenakan Pandemi Covid-19, Rutan Surabaya akan menggelar layanan tatap muka khusus hari raya Idul Fitri 2023 selama 2 hari, yakni tanggal 22 April 2023 &amp; 23 April 2023!"
"1646343730499317760","in","Menengok Tiga Prioritas Pendidikan di Jawa Timur Pasca-pandemi Covid-19.

Surabaya (https://t.co/ksziGGp1k3) - Sektor pendidikan di Jawa Timur pasca pandemi Covid-19 diklaim telah… https://t.co/6imN3krJGD #PendidikanKesehatan #DindikJatim #pemprovjatim via @beritajatimcom"
"1646093981892378627","in","Pendapatan turun drastis selama pandemi, Mujiono berharap Gerobak Perindo mendongkrak perekonomian keluarganya.

Sehari-hari Mujiono berjualan nasi goreng di Putat Jaya, Kota Surabaya dengan gerobak usang yang sudah rusak di beberapa bagian. https://t.co/oAxEBhCLe8"
"1645764159324422145","in","@idaelso Bukan wakakaka. Ada dulu namanya Kimchi-Go dan itu dia keknya cmn buka di Mall. Trs kayaknya itu cabang yg pusatnya di Surabaya. Dulu ada di Jogja City Mall tp skrg udah tutup, kayaknya sejak pandemi."
"1645350910179282945","in","@baevenly @ariaddin @worksfess gw gatau masa after pandemi yg udah zoom dll,
dulu yg namanya interview itu tatap muka.
jadi kalo gw seleksi di surabaya misalnya, maka seluruh proses lanjutan di surabaya.
kalo tetiba user ga di sby, minta ke bali gitu,
ya kira diinfo jadwal sama dikasih akomodasi sby-bali"
"1644327643846959104","in","Gereja Bethany Nginden Surabaya dipadati puluhan ribu jemaat untuk melaksanakan prosesi peringatan Jumat Agung yang kembali digelar terbuka secara tatap muka seiring meredanya pandemi Covid-19, Jumat 

#surabaya #Jumatagung #gereja #bethanynginden 
https://t.co/aCL8sSgnU1"
"1641125584687476736","in","@importcv2 @j3lynotforu @YosafatTri @sbmptnfess Gausah denial palalo gw angkatan 2018 dan gampang bgt nyari internship di sby, emang agak susah setelah pandemi, but surabaya udah sebesar itu, masih banyak banget yang bisa di explore"
"1643926568417329152","in","Optimisme Grup Astra Surabaya di Tengah Pulihnya Perekonomian Pasca Pandemi https://t.co/kXee5EJWLO"
"1643886852812980226","in","Arus mudik dan balik angkutan lebaran di Pelabuhan Tanjung Perak Surabaya, diprediksi meningkat. Kenaikan ini disebabkan penambahan masa libur dan cuti bersama Idulfitri, serta sudah tidak adanya aturan terkait syarat perjalanan di masa pandemi Covid-19. https://t.co/ns6OyEQSsE https://t.co/sdLEeLdKrJ"
"1643881240519639040","in","Karenanya, para tenaga pendidik keagamaan diminta melakukan pendekatan kepada anak-anak.

Sebab, Pemkot Surabaya tengah fokus memperkuat ketahanan keluarga. Hal ini dilakukan untuk menjaga kesehatan mental anak setelah kegiatan pembelajaran daring pasca pandemi Covid-19 lalu."
"1643398637203116034","in","di Surabaya pun, waktu pandemi jalan sepiiiiiiiii meskipun masuk jam kerja. 
Karena aku ""hidup di jalan"" riwa riwi ngelesi, jadi sangat kerasa banget perbedaanya. Dari yang rame, sampe sepiiiiiiii, keseringan lewat ambulance, sampe yg saat ini rame lagi. Masyaa Allah"
"1641981663633899520","in","Kangen liputan di Surabaya pada bulan Ramadan. Terakhir ke ITS sebelum pandemi. 🤲 https://t.co/rgjVx4Yqgm"
"1661298258285821953","in","Pasca pandemi 2 tahun lalu, pertumbuhan usaha konveksi maupun tekstil market di Jawa Timur terus mengalami peningkatan. Meski di tengah persaingan usaha tekstil dan konveksi, para pelaku usaha tekstil khususnya usaha kain di surabaya yakin bisa bangkit di tahun 2023. https://t.co/TRX50uD9Iq"
"1641071543798370311","in","Sejak sebelum pandemi, saya selalu ingin mengunjungi museum kesehatan Surabaya. Tapi  baru sekarang saya bisa kembali ke Indonesia. Tapi apa yang terjadi? Museum dengan bangunan bersejarah itu ternyata sudah dibongkar. Katanya, akan didirikan 10 tower di sana. Miris sekali!!!"
"1640624766980878341","in","@worksfess Jadi ingat pengalaman sendiri ya, meski berbeda genre tapi alur ceritanya sama. 
Kejadian sebelum pandemi, ada klien mau sewa permainan untuk acara event di Surabaya selama 3 hari. Harga sewa permainan nya 3 jt per hari. 3 hari 9 jt, klien nya minta di diskon akhirnya gue diskon,"
"1641009426738950147","in","Wali Kota Eri Paparkan Upaya Surabaya Jaga Mental Anak Pasca Pandemi Covid-19, di Forum UNICEF https://t.co/WFsoQuJ3Mu"
"1639510821985480706","en","@unforetoldmyth That zoo in Surabaya was so fucked up during pandemi"
"1639271411867951104","in","Presiden Jokowi Apresiasi Penanganan Pandemi Covid-19 di Kota Surabaya https://t.co/Ln80ZzslVJ"
"1639209952723206144","in","PT KAI Daop 8 Surabaya mengantisipasi potensi lonjakan penumpang Lebaran 2023 dengan penambahan delapan perjalanan. Lonjakan penumpang diprediksi terjadi seiring situasi pandemi Covid-19 yang mereda dan pencabutan PPKM.
https://t.co/GxAWZRuYdc

#Nusantara #AdadiKompas"
"1660644999548239872","in","Mantappp..., Semoga stabil normal...wisata di KBS dn yg lainnya...bangkit Surabaya dari keterpuruk an Pandemi thn lalu,, sukses selalu KBS 👍🙏"
"1660547141918662656","in","Momen Harkitnas, Wali Kota Surabaya Ingatkan Semangat Bangkit Usai Pandemi
https://t.co/9hz8Y4cldB"
"1660245313838546957","in","jauh pasti macet. Tapi bingung wkwkwkw karena gatau kondisi Surabaya sekarang pasca pandemi semacet apa, makasi (Titipan)"
"1659454591380127746","in","Jadikan Peringatan HUT Surabaya Momentum Kebangkitan Ekonomi pasca-Pandemi Covid-19

https://t.co/TkcSKI5koL"
"1639205293916852224","in","PT KAI Daop 8 Surabaya mengantisipasi potensi lonjakan penumpang Lebaran 2023 dengan penambahan delapan perjalanan. Lonjakan penumpang diprediksi terjadi seiring situasi pandemi Covid-19 yang mereda dan pencabutan PPKM. 

https://t.co/2e3PWNUPc0

#Nusantara #AdadiKompas"
"1639204835676545026","in","PT KAI Daop 8 Surabaya mengantisipasi potensi lonjakan penumpang Lebaran 2023 dengan penambahan delapan perjalanan. Lonjakan penumpang diprediksi terjadi seiring situasi pandemi Covid-19 yang mereda dan pencabutan PPKM. 
https://t.co/kVnIEhHGnJ

#Nusantara #AdadiKompas"
"1638450447005413382","in","@clozapiene Sejak pandemi ini kak, tau dari review di twitter &amp; review vlogger youtube. Cuma gak tau semua kapal atau beberapa aja. Yg aku tau juga sisa KM Kelud aja yg masih ada pilihan kelasnya. Ini contoh rute Surabaya - Makassar kelasnya ditulis ekonomi semua.
https://t.co/QsHdlh545W"
"1638499564339724288","in","AilovdejeKA masih anteng di Dapil Sumbar 1 😂

Surabaya dg lebih mendesak kondisinya, shelter belum dibuka alasan pandemi. Sementara itu di Padang yg penduduknya cuma 1 juta ini banyak stasiun direvitalisasi. Jadi skala prioritas kebijakan DejeKA ini apa sih? https://t.co/1GH06yneBQ"
"1638200209984606209","in","3 tahun absen karena pandemi, tahun ini Pawai Ogoh-Ogoh hadir kembali! 

Menyambut Hari Suci Nyepi, umat Hindu di Surabaya menggelar pawai Ogoh-Ogoh yang dipusatkan di Pura Segara Kenjeran pada Selasa (21/3). https://t.co/2vB1LW4ZCn"
"1638160737922334724","in","3 tahun absen karena pandemi, tahun ini Pawai Ogoh-Ogoh hadir kembali! 

Menyambut Hari Suci Nyepi, umat Hindu di Surabaya menggelar pawai Ogoh-Ogoh yang dipusatkan di Pura Segara Kenjeran pada Selasa (21/3). Ratusan warga Surabaya nampak antusias dan memadati sepanjang rute https://t.co/PrOTwuVf2s"
"1658756372937207810","in","Lomba ini kegiatan pertama yang diselenggarakan oleh Perwosi Surabaya yang sebelumnya sempat vakum akibat pandemi Covid-19. #selaluid #breakingnews
https://t.co/OePFAv3Yu7"
"1638033075367211008","in","Setelah dua tahun diterpa pandemi COVID-19, umat Hindu akhirnya bisa merayakan Nyepi dengan pawai ogoh-ogoh di Surabaya. https://t.co/Oxd356jwRP"
"1637409842376892416","in","@tanyakanrl Kudu masuk kuliah offline pas bgt puasa sebulan mana kampus aing di surabaya, jaman jaman pandemi masih belom massive masuk (tapi udah boleh oflen sesuai kebijakan fakultas masing masing) untung ngga menciut kena matahari puasa puasa 🫠 tapi enaknya kampus sepi wkwk"
