lang,full_text,processed_text,word_tokens,word_weights,polarity_score
in,"@prayougee Dulu sebelum pandemi aja emang dikit penerbangan jogja - surabaya.. cuma ada wings sama garuda/citi kalo gak salah..
Apalagi tambah skrg udah nyambung tol (dari Kartasura) &amp; kereta byk pilihan..",pandemi aja emang dikit penerbangan jogja surabaya wing garuda citi kalo gak salah skrg udah nyambung tol kartasura amp kereta byk pilihan ,"['pandemi', 'aja', 'emang', 'dikit', 'penerbangan', 'jogja', 'surabaya', 'wing', 'garuda', 'citi', 'kalo', 'gak', 'salah', 'skrg', 'udah', 'nyambung', 'tol', 'kartasura', 'amp', 'kereta', 'byk', 'pilihan']","['-5', '1', 0, '-4', 0, 0, 0, 0, 0, 0, 0, 0, '-4', 0, 0, 0, 0, 0, 0, '-4', 0, '5']",-11
in,"Acara GanjarPranowoFestival jadi hiburan tersendiri bagi para arekW surabaya setelah 2 tahun pandemi covid 19

#GanjarPranowoFest https://t.co/aGIBPNP2FM",acara ganjarpranowofestival hiburan tersendiri arekw surabaya pandemi covid 19 ganjarpranowofest ,"['acara', 'ganjarpranowofestival', 'hiburan', 'tersendiri', 'arekw', 'surabaya', 'pandemi', 'covid', '19', 'ganjarpranowofest']","[0, 0, 0, 0, 0, 0, '-5', 0, 0, 0]",-5
in,Anak-Anak Rentan Jadi Korban Pandemi Covid-19 Surabaya https://t.co/x5qnWScG30,anak anak rentan korban pandemi covid 19 surabaya ,"['anak', 'anak', 'rentan', 'korban', 'pandemi', 'covid', '19', 'surabaya']","['-3', '-3', '-4', '-4', '-5', 0, 0, 0]",-19
in,"Sedih .. 3th tawa canda suka sedih bareng . Sempat vakum pandemi, di tahun ini mereka terpaksa harus pisah kelas 😥
Tetap semangat ya anak2 🤘🏻 @ Mcdonal Delta Plasa Surabaya https://t.co/qWb5OVF5uR",sedih 3th tawa canda suka sedih bareng vakum pandemi terpaksa pisah kelas semangat ya anak2 mcdonal delta plasa surabaya ,"['sedih', '3th', 'tawa', 'canda', 'suka', 'sedih', 'bareng', 'vakum', 'pandemi', 'terpaksa', 'pisah', 'kelas', 'semangat', 'ya', 'anak2', 'mcdonal', 'delta', 'plasa', 'surabaya']","['-5', 0, 0, '-3', '3', '-5', '3', '-3', '-5', '-4', '-3', '-3', '4', '4', 0, 0, 0, 0, 0]",-17
in,"Festival musik dan bazar UMKM ini bisa dinikmati seluruh warga Surabaya dan sekitarnya secara gratis. Karena sejak pandemi Covid-19 sudah jarang sekali festival akbar digelar tanpa memungut biaya dari penontonnya.

#GanjarPranowoFestival https://t.co/YDuq6u1yFH",festival musik bazar umkm dinikmati warga surabaya gratis pandemi covid 19 jarang festival akbar digelar memungut biaya penontonnya ganjarpranowofestival ,"['festival', 'musik', 'bazar', 'umkm', 'dinikmati', 'warga', 'surabaya', 'gratis', 'pandemi', 'covid', '19', 'jarang', 'festival', 'akbar', 'digelar', 'memungut', 'biaya', 'penontonnya', 'ganjarpranowofestival']","[0, '2', 0, 0, 0, 0, 0, '4', '-5', 0, 0, 0, 0, 0, 0, '-2', 0, 0, 0]",-1
in,"Reses di Surabaya, Blegur Prijanggono Soroti Pendangkalan Sungai Dan UMKM Yang Terpuruk Akibat Pandemi https://t.co/5MWwnlH0U2",res surabaya blegur prijanggono soroti pendangkalan sungai umkm terpuruk akibat pandemi ,"['res', 'surabaya', 'blegur', 'prijanggono', 'soroti', 'pendangkalan', 'sungai', 'umkm', 'terpuruk', 'akibat', 'pandemi']","[0, 0, 0, 0, 0, 0, 0, 0, '-4', '1', '-5']",-8
in,Sejumlah wanita pekerja harian lepas di Surabaya Jawa Timur yang dirumahkan akibat pandemi kini justru berdaya di kampung sendiri. Di Kampung Jahit Nusantara mereka mendapat pelatihan dan tetap bisa menjahit di rumah. https://t.co/ns6OyEyJew https://t.co/TpNFPRDLRR,wanita pekerja harian lepas surabaya jawa timur dirumahkan akibat pandemi berdaya kampung kampung jahit nusantara pelatihan menjahit rumah ,"['wanita', 'pekerja', 'harian', 'lepas', 'surabaya', 'jawa', 'timur', 'dirumahkan', 'akibat', 'pandemi', 'berdaya', 'kampung', 'kampung', 'jahit', 'nusantara', 'pelatihan', 'menjahit', 'rumah']","[0, '3', 0, '-2', 0, 0, 0, 0, '1', '-5', '3', 0, 0, '-5', 0, 0, 0, '3']",-2
in,"Situasi Covid-19 kembali memburuk di Surabaya, Jawa Timur, ditandai dengan lonjakan kasus harian. Masyarakat didorong segera melengkapi vaksinasi hingga dosis ketiga demi memperlancar aktivitas sosial dalam masa pandemi. #Humaniora #AdadiKompas
https://t.co/yFsx3jdSP1",situasi covid 19 memburuk surabaya jawa timur ditandai lonjakan harian masyarakat didorong melengkapi vaksinasi dosis ketiga memperlancar aktivitas sosial pandemi humaniora adadikompas ,"['situasi', 'covid', '19', 'memburuk', 'surabaya', 'jawa', 'timur', 'ditandai', 'lonjakan', 'harian', 'masyarakat', 'didorong', 'melengkapi', 'vaksinasi', 'dosis', 'ketiga', 'memperlancar', 'aktivitas', 'sosial', 'pandemi', 'humaniora', 'adadikompas']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '3', 0, 0, 0, 0, 0, '4', '-5', 0, 0]",2
in,"Masa Pandemi, Penjualan Properti Pakuwon Jati di Surabaya Malah Melejit, Ini Buktinya
@Supermal_PTC 
@Pakuwon_Group
@TUNJUNGANPLAZA
https://t.co/58ukYtDRNe",pandemi penjualan properti pakuwon jati surabaya melejit buktinya ,"['pandemi', 'penjualan', 'properti', 'pakuwon', 'jati', 'surabaya', 'melejit', 'buktinya']","['-5', 0, 0, 0, 0, 0, 0, 0]",-5
in,"meningkat 18,94% dari tahun 2019 sebelum pandemi,"" terang Lasiran.

General Manager PLN UIP JBTB, Muhammad Ramadansyah memaparkan proses pengerjaan membutuhkan waktu 356 hari dengan 2 tahap. Tahap 1 pengalihan dari sisi Surabaya menuju Madura masa pengerjaan",meningkat 18 94 2019 pandemi terang lasiran general manager pln uip jbtb muhammad ramadansyah memaparkan prose pengerjaan membutuhkan 356 tahap tahap pengalihan sisi surabaya madura pengerjaan ,"['meningkat', '18', '94', '2019', 'pandemi', 'terang', 'lasiran', 'general', 'manager', 'pln', 'uip', 'jbtb', 'muhammad', 'ramadansyah', 'memaparkan', 'prose', 'pengerjaan', 'membutuhkan', '356', 'tahap', 'tahap', 'pengalihan', 'sisi', 'surabaya', 'madura', 'pengerjaan']","[0, 0, 0, 0, '-5', '2', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-3
in,"Untuk mewujudkan pendulum baru setelah hantaman pandemi, ada Surabaya Romansa yang memberikan khasanah baru dalam... https://t.co/E1NguWHjkh",mewujudkan pendulum hantaman pandemi surabaya romansa khasanah ,"['mewujudkan', 'pendulum', 'hantaman', 'pandemi', 'surabaya', 'romansa', 'khasanah']","['-3', 0, '-3', '-5', 0, 0, 0]",-11
in,"@rsknoviani @KAI121 Ngeri juga ya. Dulu sblm pandemi ada kereta maharani, awalnya ekonomi modelan dengkul ketemu dengkul setelah itu diganti ekonomi premium dan harganya cuma 50rb jurusan surabaya-semarang 😄",ngeri ya sblm pandemi kereta maharani ekonomi modelan dengkul ketemu dengkul diganti ekonomi premium harganya 50rb jurusan surabaya semarang ,"['ngeri', 'ya', 'sblm', 'pandemi', 'kereta', 'maharani', 'ekonomi', 'modelan', 'dengkul', 'ketemu', 'dengkul', 'diganti', 'ekonomi', 'premium', 'harganya', '50', 'rb', 'jurusan', 'surabaya', 'semarang']","['-4', '4', 0, '-5', '-4', 0, 0, 0, '-3', '1', '-3', 0, 0, '2', 0, 0, 0, 0, 0, 0]",-12
in,"Setelah lebih dari dua tahun libur karena pandemi, towel-towel ponsel ala HSW hadir lagi.

Dimulai di Surabaya dulu dan dengan beberapa pembatasan.

Yang berminat ikut silakan bergegas mendaftar. https://t.co/TxoXthCUwQ",libur pandemi towel towel ponsel ala hsw hadir surabaya pembatasan berminat silakan bergegas mendaftar ,"['libur', 'pandemi', 'towel', 'towel', 'ponsel', 'ala', 'hsw', 'hadir', 'surabaya', 'pembatasan', 'berminat', 'silakan', 'bergegas', 'mendaftar']","['3', '-5', 0, 0, 0, 0, 0, '2', 0, 0, 0, '1', 0, 0]",1
in,"Polrestabes Surabaya memberikan himbauan tetap patuhi protokol kesehatan dan bagi masker untuk warga Kota Surabaya agar terhindar dari Pandemi Covid-19

#polseksukolilosurabaya #PolriDisiplinkanProkes 
#PolrestabesSurabaya https://t.co/ntyQFFh844",polrestabes surabaya himbauan patuhi protokol kesehatan masker warga kota surabaya terhindar pandemi covid 19 polseksukolilosurabaya polridisiplinkanprokes polrestabessurabaya ,"['polrestabes', 'surabaya', 'himbauan', 'patuhi', 'protokol', 'kesehatan', 'masker', 'warga', 'kota', 'surabaya', 'terhindar', 'pandemi', 'covid', '19', 'polseksukolilosurabaya', 'polridisiplinkanprokes', 'polrestabessurabaya']","[0, 0, 0, 0, 0, 0, 0, 0, '-1', 0, '-4', '-5', 0, 0, 0, 0, 0]",-10
in,"Polrestabes Surabaya memberikan himbauan tetap patuhi protokol kesehatan dan bagi masker untuk warga Kota Surabaya agar terhindar dari Pandemi Covid-19

#PolriDisiplinkanProkes 
#PolrestabesSurabaya https://t.co/3BCAoZ4Kn2",polrestabes surabaya himbauan patuhi protokol kesehatan masker warga kota surabaya terhindar pandemi covid 19 polridisiplinkanprokes polrestabessurabaya ,"['polrestabes', 'surabaya', 'himbauan', 'patuhi', 'protokol', 'kesehatan', 'masker', 'warga', 'kota', 'surabaya', 'terhindar', 'pandemi', 'covid', '19', 'polridisiplinkanprokes', 'polrestabessurabaya']","[0, 0, 0, 0, 0, 0, 0, 0, '-1', 0, '-4', '-5', 0, 0, 0, 0]",-10
in,Bantu 1000 paket Sembako lagi Juragan 99 melalui Polrestabes Surabaya Untuk Masyarakat Terdampak Pandemi https://t.co/3neBXZkHJL,bantu 100 paket sembako juragan 99 polrestabes surabaya masyarakat terdampak pandemi ,"['bantu', '100', 'paket', 'sembako', 'juragan', '99', 'polrestabes', 'surabaya', 'masyarakat', 'terdampak', 'pandemi']","['3', 0, '4', 0, '-4', 0, 0, 0, 0, 0, '-5']",-2
in,Dia sempat cerita jg kalau selama pandemi byk org2 dari jakarta dan surabaya yg beli properti2 yg tutup.dia diberitahu dari kenalannya yg notaris,cerita jg pandemi byk org2 jakarta surabaya yg beli properti2 yg tutup diberitahu kenalannya yg notaris ,"['cerita', 'jg', 'pandemi', 'byk', 'org2', 'jakarta', 'surabaya', 'yg', 'beli', 'properti2', 'yg', 'tutup', 'diberitahu', 'kenalannya', 'yg', 'notaris']","['2', 0, '-5', 0, 0, 0, 0, 0, '2', 0, 0, '-2', 0, 0, 0, 0]",-3
ja,"Akhirnya bisa ketemu lagi @hey_yayas sama Ramona yang cute setelah pandemi yang ga kunjung usai. Mudah2an bisa lebih sering ketemu, tapi gantian main ke Surabaya ya 😁 @ Robucca ロブッカ https://t.co/nEkzDEJPs4",ketemu ramona cute pandemi ga kunjung mudah2an ketemu gantian main surabaya ya robucca ,"['ketemu', 'ramona', 'cute', 'pandemi', 'ga', 'kunjung', 'mudah2an', 'ketemu', 'gantian', 'main', 'surabaya', 'ya', 'robucca']","['1', 0, '5', '-5', 0, '3', 0, '1', 0, '2', 0, '4', 0]",11
in,@KAI121 Min balik lagi dong kayak pas pandemi kemarin. Sekarang kereta lokal kearah Surabaya mulai berlaku tiket berdiri lagi. Mau beli yg non lokal tapi beberapa stasiun ngga ada. Tolong kembalikan jadi duduk semua. 😭,min kayak pa pandemi kemarin kereta lokal kearah surabaya berlaku tiket berdiri beli yg non lokal stasiun ngga tolong kembalikan duduk ,"['min', 'kayak', 'pa', 'pandemi', 'kemarin', 'kereta', 'lokal', 'kearah', 'surabaya', 'berlaku', 'tiket', 'berdiri', 'beli', 'yg', 'non', 'lokal', 'stasiun', 'ngga', 'tolong', 'kembalikan', 'duduk']","[0, '-3', '-5', '-5', 0, '-4', 0, 0, 0, 0, 0, 0, '2', 0, 0, 0, 0, '-2', '3', 0, 0]",-14
in,Tarif Sewa Mal Surabaya Diperkirakan Stagnan Akibat Pandemi https://t.co/uQmFouIwrJ,tarif sewa mal surabaya stagnan akibat pandemi ,"['tarif', 'sewa', 'mal', 'surabaya', 'stagnan', 'akibat', 'pandemi']","[0, 0, 0, 0, '1', '1', '-5']",-3
in,"Pengadilan Negeri Surabaya menjadwalkan persidangan terdakwa kasus pencabulan terhadap santriwati Moch Subchi Azal Tsani pada Senin 18 Juli 2022, Sidang akan digelar secara daring karena masih suasana pandemi Covid-19. #MostUpdate1058",pengadilan negeri surabaya menjadwalkan persidangan terdakwa pencabulan santriwati moch subchi azal tsani senin 18 juli 2022 sidang digelar daring suasana pandemi covid 19 mostupdate1058 ,"['pengadilan', 'negeri', 'surabaya', 'menjadwalkan', 'persidangan', 'terdakwa', 'pencabulan', 'santriwati', 'moch', 'subchi', 'azal', 'tsani', 'senin', '18', 'juli', '2022', 'sidang', 'digelar', 'daring', 'suasana', 'pandemi', 'covid', '19', 'mostupdate1058']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '1', 0, 0, '4', '-5', 0, 0, 0]",0
in,"Menimbun dan Jual Obat Tanpa Izin saat Pandemi, Wanita asal Surabaya Ditangkap Anggota Polda Jatim https://t.co/g93wagqW5F",menimbun jual obat izin pandemi wanita surabaya ditangkap anggota polda jatim ,"['menimbun', 'jual', 'obat', 'izin', 'pandemi', 'wanita', 'surabaya', 'ditangkap', 'anggota', 'polda', 'jatim']","[0, '1', '-3', '-4', '-5', 0, 0, 0, '-3', 0, 0]",-14
in,Pelindo III dan Pemkot Surabaya Perkuat UMKM di Tengah Pandemi https://t.co/F4qlOjvXz4,pelindo ii pemkot surabaya perkuat umkm pandemi ,"['pelindo', 'ii', 'pemkot', 'surabaya', 'perkuat', 'umkm', 'pandemi']","[0, 0, 0, 0, 0, 0, '-5']",-5
in,"Hari pertama uji coba layanan kunjungan di Lapas Kelas II A Surabaya, Sidoarjo, diwarnai tangis haru. Dua tahun tidak ada kunjungan karena pandemi. https://t.co/8eHZkDymI7",uji coba layanan kunjungan lapas kelas ii surabaya sidoarjo diwarnai tangis haru kunjungan pandemi ,"['uji', 'coba', 'layanan', 'kunjungan', 'lapas', 'kelas', 'ii', 'surabaya', 'sidoarjo', 'diwarnai', 'tangis', 'haru', 'kunjungan', 'pandemi']","['1', '2', '3', 0, 0, '-3', 0, 0, 0, 0, '-5', 0, 0, '-5']",-7
in,"Sedang mempertimbangkan mengadakan towel-towel perdana selama pandemi. 

Kapan? 20 Juli 2022.

Ponsel apa? Yg sampai detik ini belum hadir resmi di Indonesia.

Di mana? Di Surabaya.

Persyaratan yg sementara terpikir:
* Sudah vaksin booster.
* Bawa hand sanitizer sendiri-sendiri.",mempertimbangkan mengadakan towel towel perdana pandemi 20 juli 2022 ponsel yg detik hadir resmi indonesia surabaya persyaratan yg terpikir vaksin booster bawa hand sanitizer ,"['mempertimbangkan', 'mengadakan', 'towel', 'towel', 'perdana', 'pandemi', '20', 'juli', '2022', 'ponsel', 'yg', 'detik', 'hadir', 'resmi', 'indonesia', 'surabaya', 'persyaratan', 'yg', 'terpikir', 'vaksin', 'booster', 'bawa', 'hand', 'sanitizer']","['-3', 0, 0, 0, 0, '-5', 0, 0, 0, 0, 0, 0, '2', '2', 0, 0, 0, 0, 0, 0, 0, '1', 0, 0]",-3
in,"Hallo Surabaya! Longtrip setelah pandemi👻 next Lombok,Bali,Papua",hallo surabaya longtrip pandemi next lombok bali papua ,"['hallo', 'surabaya', 'longtrip', 'pandemi', 'next', 'lombok', 'bali', 'papua']","['4', 0, 0, '-5', '-2', 0, 0, 0]",-3
in,Dahlan Iskan : Pandemi Bikin Ekonomi Sulit Diprediksi - Suara Surabaya https://t.co/3ctL0CM3y1,dahlan iskan pandemi bikin ekonomi sulit diprediksi suara surabaya ,"['dahlan', 'iskan', 'pandemi', 'bikin', 'ekonomi', 'sulit', 'diprediksi', 'suara', 'surabaya']","[0, 0, '-5', 0, 0, 0, 0, '2', 0]",-3
in,"Ringankan Beban di Masa Pandemi Covid-19, Rifan Berjangka Surabaya Beri Santunan ke Panti Asuhan https://t.co/Ne64ncRkzy",ringankan beban pandemi covid 19 rifan berjangka surabaya santunan panti asuhan ,"['ringankan', 'beban', 'pandemi', 'covid', '19', 'rifan', 'berjangka', 'surabaya', 'santunan', 'panti', 'asuhan']","[0, '-5', '-5', 0, 0, 0, 0, 0, '3', '2', 0]",-5
in,"@literarybase Terakhir ke BBW tahun 2019 (sebelum pandemi). Lokasi di Surabaya lumayan rame sihh pada saat itu, tapi gak sampe yang berdesakan dan engap.",bbw 2019 pandemi lokasi surabaya lumayan rame sihh gak sampe berdesakan engap ,"['bbw', '2019', 'pandemi', 'lokasi', 'surabaya', 'lumayan', 'rame', 'sihh', 'gak', 'sampe', 'berdesakan', 'engap']","[0, 0, '-5', 0, 0, '1', '2', '-2', 0, 0, '-3', 0]",-7
in,"@JetVeetlev dulu pemilik resto tempat gue nitip Klappertaart di gading serpong punya selusin pom bensin dari tangerang sampai surabaya, restonya sendiri di serpong kalau ga salah 4-5 sebelum pandemi.",pemilik resto gue nitip klappertaart gading serpong selusin pom bensin tangerang surabaya restonya serpong ga salah pandemi ,"['pemilik', 'resto', 'gue', 'nitip', 'klappertaart', 'gading', 'serpong', 'selusin', 'pom', 'bensin', 'tangerang', 'surabaya', 'restonya', 'serpong', 'ga', 'salah', 'pandemi']","['3', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '-4', '-5']",-6
in,India Harus Mengendalikan Mobilitas untuk Menekan Laju Pandemi- suara surabaya https://t.co/4FDbTNyt6k,india mengendalikan mobilitas menekan laju pandemi suara surabaya ,"['india', 'mengendalikan', 'mobilitas', 'menekan', 'laju', 'pandemi', 'suara', 'surabaya']","[0, 0, 0, '-3', 0, '-5', '2', 0]",-6
in,"Pandemi Belum Selesai, Pemkot Kembali Buka Enam Museum di Surabaya https://t.co/ZMBodpnkLh",pandemi selesai pemkot buka enam museum surabaya ,"['pandemi', 'selesai', 'pemkot', 'buka', 'enam', 'museum', 'surabaya']","['-5', '2', 0, '3', 0, 0, 0]",0
in,Salat Id Pertama di Halaman Balai Kota Surabaya usai Pandemi https://t.co/Yx5v9V3eDa,salat id halaman balai kota surabaya pandemi ,"['salat', 'id', 'halaman', 'balai', 'kota', 'surabaya', 'pandemi']","['5', 0, 0, '-3', '-1', 0, '-5']",-4
in,"Buku lainnya adalah buku REFERENSI! Super keren nih, adik2 Surabaya siap balik sekolah dan mencetak prestasi!

Buku MOTIVASI / SELF HELP 💪juga menjadi lalapan warga Surabaya yang siap bangkit setelah pandemi! https://t.co/g1svdoVrl9",buku buku referensi super keren nih adik2 surabaya sekolah mencetak prestasi buku motivasi self help lalapan warga surabaya bangkit pandemi ,"['buku', 'buku', 'referensi', 'super', 'keren', 'nih', 'adik2', 'surabaya', 'sekolah', 'mencetak', 'prestasi', 'buku', 'motivasi', 'self', 'help', 'lalapan', 'warga', 'surabaya', 'bangkit', 'pandemi']","[0, 0, 0, '3', 0, 0, 0, 0, '3', '-5', 0, 0, '3', 0, '2', 0, 0, 0, '2', '-5']",3
in,Liburan ke Surabaya Aman dan Murah saat Pandemi dengan Traveloka EPIC Sale! https://t.co/ZY006NkLx6,liburan surabaya aman murah pandemi traveloka epic sale ,"['liburan', 'surabaya', 'aman', 'murah', 'pandemi', 'traveloka', 'epic', 'sale']","['3', 0, 0, '3', '-5', 0, 0, 0]",1
in,"Pemkot Surabaya akan menggelar Salat Idul Adha berjamaah, pada 10 Juli 2022 di Taman Surya Balai Kota Surabaya. 2 tahun sebelumnya, kegiatan ini sempat ditiadakan karena pandemi. #publisherstory https://t.co/RdQtYvFUhj",pemkot surabaya menggelar salat idul adha berjamaah 10 juli 2022 taman surya balai kota surabaya kegiatan ditiadakan pandemi publisherstory ,"['pemkot', 'surabaya', 'menggelar', 'salat', 'idul', 'adha', 'berjamaah', '10', 'juli', '2022', 'taman', 'surya', 'balai', 'kota', 'surabaya', 'kegiatan', 'ditiadakan', 'pandemi', 'publisherstory']","[0, 0, 0, '5', 0, 0, 0, 0, 0, 0, '1', 0, '-3', '-1', 0, '3', 0, '-5', 0]",0
in,"Pemerintah Kota (Pemkot) Surabaya akan menggelar salat Iduladha 1443 Hijriah berjamaah, di Taman Suraya Balai Kota Surabaya, pada Minggu, 10 Juli. Kegiatan ini sempat ditiadakan karena dampak dari situasi pandemi COVID-19. https://t.co/sBKc05tu2U",pemerintah kota pemkot surabaya menggelar salat iduladha 1443 hijriah berjamaah taman suraya balai kota surabaya minggu 10 juli kegiatan ditiadakan dampak situasi pandemi covid 19 ,"['pemerintah', 'kota', 'pemkot', 'surabaya', 'menggelar', 'salat', 'iduladha', '1443', 'hijriah', 'berjamaah', 'taman', 'suraya', 'balai', 'kota', 'surabaya', 'minggu', '10', 'juli', 'kegiatan', 'ditiadakan', 'dampak', 'situasi', 'pandemi', 'covid', '19']","[0, '-1', 0, 0, 0, '5', 0, 0, 0, 0, '1', 0, '-3', '-1', 0, 0, 0, 0, '3', 0, '-3', 0, '-5', 0, 0]",-4
in,"Dana ikhkas dr ummat utk ummat lwt ACT utk musibah di usut sampai tuntas (Fitnah), tapi Dana Bansos yg di GARONGI saat Pandemi gak diusut smp penerimanya siapa dan ke lembaga apa.

Baru² ini dana Jemaat di Surabaya pun lepas dr Berita, dasar 😜🤭

#TangkapAbuJanda https://t.co/bHv7gMMUgy",dana ikhkas dr ummat utk ummat lwt act utk musibah usut tuntas fitnah dana bansos yg garongi pandemi gak diusut smp penerimanya lembaga dana jemaat surabaya lepas dr berita dasar tangkapabujanda ,"['dana', 'ikhkas', 'dr', 'ummat', 'utk', 'ummat', 'lwt', 'act', 'utk', 'musibah', 'usut', 'tuntas', 'fitnah', 'dana', 'bansos', 'yg', 'garongi', 'pandemi', 'gak', 'diusut', 'smp', 'penerimanya', 'lembaga', 'dana', 'jemaat', 'surabaya', 'lepas', 'dr', 'berita', 'dasar', 'tangkapabujanda']","['4', 0, 0, 0, 0, 0, 0, 0, 0, '-5', 0, '2', '-5', '4', 0, 0, 0, '-5', 0, 0, 0, 0, '-3', '4', 0, 0, '-2', 0, '-4', 0, 0]",-10
in,"Meski Pandemi, Penilaian Sekolah Adiwiyata Tetap Digelar Di Surabaya https://t.co/bSkb8py9zp",pandemi penilaian sekolah adiwiyata digelar surabaya ,"['pandemi', 'penilaian', 'sekolah', 'adiwiyata', 'digelar', 'surabaya']","['-5', 0, '3', 0, 0, 0]",-2
in,@ngalamfess beli ndek mana nder? langganan ku di ters.surabaya tutup gegara pandemi 🥲,beli ndek nder langganan ku ters surabaya tutup gegara pandemi ,"['beli', 'ndek', 'nder', 'langganan', 'ku', 'ters', 'surabaya', 'tutup', 'gegara', 'pandemi']","['2', 0, 0, '4', 0, 0, 0, '-2', '-3', '-5']",-4
in,"Gelaran Surabaya Smart City akhirnya kembali diselenggarakan usai vakum selama dua tahun terakhir akibat pandemi.

Kompetisi SSC 2022 Diikuti Ribuan RW di Kota Surabaya Usai Vakum 2 Tahun https://t.co/4rXtUHdJga

#SurabayaSmartCity #InfoSurabaya https://t.co/MrmtncOGxs",gelaran surabaya smart city diselenggarakan vakum akibat pandemi kompetisi ssc 2022 diikuti ribuan rw kota surabaya vakum infosurabaya ,"['gelaran', 'surabaya', 'smart', 'city', 'diselenggarakan', 'vakum', 'akibat', 'pandemi', 'kompetisi', 'ssc', '2022', 'diikuti', 'ribuan', 'rw', 'kota', 'surabaya', 'vakum', 'infosurabaya']","[0, 0, 0, 0, 0, '-3', '1', '-5', 0, 0, 0, 0, 0, 0, '-1', 0, '-3', 0]",-11
in,"Jaa.. dimulai dari momen bbw tahun 2018 di JX Surabaya. Event bbw terakhir yang aku kunjungi sebelum pandemi
Bbw 2019? idk...
Karena gak ada bukti foto, jadi ya ngutip kata Ranke ""no document no history"" 😌 https://t.co/mUwF7GWjcg",jaa momen bbw 2018 jx surabaya event bbw kunjungi pandemi bbw 2019 idk gak bukti foto ya ngutip ranke no document no history ,"['jaa', 'momen', 'bbw', '2018', 'jx', 'surabaya', 'event', 'bbw', 'kunjungi', 'pandemi', 'bbw', '2019', 'idk', 'gak', 'bukti', 'foto', 'ya', 'ngutip', 'ranke', 'no', 'document', 'no', 'history']","[0, 0, 0, 0, 0, 0, 0, 0, '3', '-5', 0, 0, '-3', 0, '-3', '3', '4', 0, 0, 0, 0, 0, 0]",-1
in,"@ericarl_ Selama pandemi lapangan badminton di Surabaya ttp rame kok,,",pandemi lapangan badminton surabaya ttp rame ,"['pandemi', 'lapangan', 'badminton', 'surabaya', 'ttp', 'rame']","['-5', '3', 0, 0, 0, '2']",0
in,"Akhirnya nonton di Jakarta dari mulai pandemi baru ini nonton di Jakarta..
Kemaren2 udah nonton di bioskop cuma nontonnya selalu pas di Surabaya. Soalnya film yg mau ditonton selalu tayang pas lagi balik Sby 😂 https://t.co/mBsCYBlpPZ",nonton jakarta pandemi nonton jakarta kemaren2 udah nonton bioskop nontonnya pa surabaya film yg ditonton tayang pa sby ,"['nonton', 'jakarta', 'pandemi', 'nonton', 'jakarta', 'kemaren2', 'udah', 'nonton', 'bioskop', 'nontonnya', 'pa', 'surabaya', 'film', 'yg', 'ditonton', 'tayang', 'pa', 'sby']","[0, 0, '-5', 0, 0, 0, 0, 0, 0, 0, '-5', 0, 0, 0, 0, '3', '-5', 0]",-12
in,"@jvdas_iskariot Usaha rental laptop ""mastersewa"" sudah lama establish (2011, awalnya dengan nama ""Rental Surabaya""). Kemarin terdampak pandemi (banyak event cancel sewa, sehingga karyawan dirumahkan) dan sampai sekarang masih dijalankan bersama anak dulu.",usaha rental laptop mastersewa establish 2011 nama rental surabaya kemarin terdampak pandemi event cancel sewa karyawan dirumahkan dijalankan anak ,"['usaha', 'rental', 'laptop', 'mastersewa', 'establish', '2011', 'nama', 'rental', 'surabaya', 'kemarin', 'terdampak', 'pandemi', 'event', 'cancel', 'sewa', 'karyawan', 'dirumahkan', 'dijalankan', 'anak']","['1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '-5', 0, 0, 0, '3', 0, 0, '-3']",-4
in,"@Temadur3 @pengarang_sajak @KemensosRI lah dulu aja rakyatnya di surabaya dikorbanin sama dia sewaktu pandemi karena punya sentimen sama risma, ambulan yang harusnya ke surabaya malah diputer, tuh orang emang gak jelas aslinya.",aja rakyatnya surabaya dikorbanin pandemi sentimen risma ambulan surabaya diputer tuh orang emang gak aslinya ,"['aja', 'rakyatnya', 'surabaya', 'dikorbanin', 'pandemi', 'sentimen', 'risma', 'ambulan', 'surabaya', 'diputer', 'tuh', 'orang', 'emang', 'gak', 'aslinya']","['1', 0, 0, 0, '-5', '-3', 0, 0, 0, 0, 0, 0, 0, 0, 0]",-7
in,"Selama Pandemi Covid-19, Tenaga Kerja yang Mengadu ke LBH Surabaya Naik Tiga Kali Lipat https://t.co/xq2fElxT6f",pandemi covid 19 tenaga kerja mengadu lbh surabaya kali lipat ,"['pandemi', 'covid', '19', 'tenaga', 'kerja', 'mengadu', 'lbh', 'surabaya', 'kali', 'lipat']","['-5', 0, 0, '3', '2', 0, 0, 0, 0, 0]",0
