lang,full_text,processed_text,word_tokens,word_weights,polarity_score
in,"@kbrisingapura Selamat siang @kbrisingapura , mhn ijin mau tanya,  saya WNI kalau mau ke Singapura dari Surabaya naik pesawat, di Singapura masih dipersyaratkan vaksin covid atau tdk ya. Anak saya 7 tahun belum vaksin. Mhn maaf, Terimakasih sebelumnya.",selamat siang mhn ijin wni singapura surabaya pesawat singapura dipersyaratkan vaksin covid tdk ya anak vaksin mhn maaf terimakasih ,"['selamat', 'siang', 'mhn', 'ijin', 'wni', 'singapura', 'surabaya', 'pesawat', 'singapura', 'dipersyaratkan', 'vaksin', 'covid', 'tdk', 'ya', 'anak', 'vaksin', 'mhn', 'maaf', 'terimakasih']","['5', 0, 0, 0, 0, 0, 0, '-3', 0, 0, 0, 0, 0, '4', '-3', 0, 0, '2', '5']",10
in,"#BeritaJatim
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 23 Juni 2023
#infovaksinsurabaya
#vaksinbooster
https://t.co/c94FluAYhx",beritajatim jadwal lokasi vaksin covid 19 surabaya 23 juni 2023 infovaksinsurabaya vaksinbooster ,"['beritajatim', 'jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '23', 'juni', '2023', 'infovaksinsurabaya', 'vaksinbooster']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,"@sdenta Anak pertama skr usia 11 tahun,2018 kena DBD  gk dpt RS Krn full d Surabaya-sidoarjo. Akhirnya dpt RS d Jombang. THN 2020 pas covid kena lg di rawat d Jombang juga,pas kena yg k 2 lebih parah lg kondisinya drpd yg awal kena.",anak skr usia 11 2018 kena dbd gk dpt r krn full surabaya sidoarjo dpt r jombang thn 2020 pa covid kena lg rawat jombang pa kena yg parah lg kondisinya drpd yg kena ,"['anak', 'skr', 'usia', '11', '2018', 'kena', 'dbd', 'gk', 'dpt', 'r', 'krn', 'full', 'surabaya', 'sidoarjo', 'dpt', 'r', 'jombang', 'thn', '2020', 'pa', 'covid', 'kena', 'lg', 'rawat', 'jombang', 'pa', 'kena', 'yg', 'parah', 'lg', 'kondisinya', 'drpd', 'yg', 'kena']","['-3', 0, 0, 0, 0, '-3', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '-5', 0, '-3', 0, '3', 0, '-5', '-3', 0, '-5', 0, 0, 0, 0, '-3']",-27
in,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 23 Juni 2023 #VaksinCovid-19 https://t.co/c94FluAYhx,jadwal lokasi vaksin covid 19 surabaya 23 juni 2023 vaksincovid 19 ,"['jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '23', 'juni', '2023', 'vaksincovid', '19']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 22 Juni 2023 #VaksinCovid-19 https://t.co/NyBBCZj697,jadwal lokasi vaksin covid 19 surabaya 22 juni 2023 vaksincovid 19 ,"['jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '22', 'juni', '2023', 'vaksincovid', '19']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,"#BeritaJatim
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 22 Juni 2023
#infovaksinsurabaya 
#vaksinbooster 
https://t.co/NyBBCZj697",beritajatim jadwal lokasi vaksin covid 19 surabaya 22 juni 2023 infovaksinsurabaya vaksinbooster ,"['beritajatim', 'jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '22', 'juni', '2023', 'infovaksinsurabaya', 'vaksinbooster']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,"#DiskusiInteraktifElshinta Apa yang harus diwaspadai setelah pemerintah menetapkan status endemi COVID 19?

Talk: Pakar Epidemiologi Universitas Airlangga (Unair) Surabaya, Dr. dr. Windhu Purnomo MS.

Streaming; https://t.co/srNuwpUqf7 https://t.co/zgEsNPx8UC",diskusiinteraktifelshinta diwaspadai pemerintah menetapkan status endemi covid 19 talk pakar epidemiologi universitas airlangga unair surabaya dr dr windhu purnomo m streaming ,"['diskusiinteraktifelshinta', 'diwaspadai', 'pemerintah', 'menetapkan', 'status', 'endemi', 'covid', '19', 'talk', 'pakar', 'epidemiologi', 'universitas', 'airlangga', 'unair', 'surabaya', 'dr', 'dr', 'windhu', 'purnomo', 'm', 'streaming']","[0, 0, 0, '-5', 0, '-5', 0, 0, 0, '-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-11
in,"Nantikan Diskusi Interaktif malam ini. 

Tema: Apa yang harus diwaspadai setelah pemerintah menetapkan status Endemi COVID 19? 

Narasumber: 
23:00: Pakar Epidemiologi Universitas Airlangga (Unair) Surabaya, Dr dr Windhu Purnomo. 

24:00: Pengamat Kesehatan/Kordinator Advokasi… https://t.co/UiW7usjuRW",nantikan diskusi interaktif malam tema diwaspadai pemerintah menetapkan status endemi covid 19 narasumber 23 00 pakar epidemiologi universitas airlangga unair surabaya dr dr windhu purnomo 24 00 pengamat kesehatan kordinator advokasi ,"['nantikan', 'diskusi', 'interaktif', 'malam', 'tema', 'diwaspadai', 'pemerintah', 'menetapkan', 'status', 'endemi', 'covid', '19', 'narasumber', '23', '00', 'pakar', 'epidemiologi', 'universitas', 'airlangga', 'unair', 'surabaya', 'dr', 'dr', 'windhu', 'purnomo', '24', '00', 'pengamat', 'kesehatan', 'kordinator', 'advokasi']","[0, 0, 0, '-1', 0, 0, 0, '-5', 0, '-5', 0, 0, 0, 0, 0, '-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-12
in,"#Beritajatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 21 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/hZ4gjId6XA",beritajatim jadwal lokasi vaksin covid 19 surabaya 21 juni 2023 infovaksinsurabaya vaksinbooster ,"['beritajatim', 'jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '21', 'juni', '2023', 'infovaksinsurabaya', 'vaksinbooster']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,"Presiden Joko Widodo (Jokowi) secara resmi mengumumkan pencabutan status pandemi Covid-19 di Indonesia, Rabu (21/06/2023).

#surabaya #status #covid #cabut #sidang #surabayahits
https://t.co/ApZ9rQBNm3",presiden joko widodo jokowi resmi mengumumkan pencabutan status pandemi covid 19 indonesia rabu 21 06 2023 surabaya status covid cabut sidang surabayahits ,"['presiden', 'joko', 'widodo', 'jokowi', 'resmi', 'mengumumkan', 'pencabutan', 'status', 'pandemi', 'covid', '19', 'indonesia', 'rabu', '21', '06', '2023', 'surabaya', 'status', 'covid', 'cabut', 'sidang', 'surabayahits']","['3', 0, 0, 0, '2', '3', 0, 0, '-5', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '-5', '1', 0]",-1
in,"Ayo Lindungi Diri dan Keluarga Anda dengan Antibodi Covid-19 terbaik, mumpung masih GRATIS.

#Vaksin 
#VaksinasiCovid19
#PolrestabesSurabaya
#PoldaJatim 
#Polri 
#Surabaya 
#JogoSuroboyo 
#HariBhayangkara77 
#HariBhayangkaraKe77 
#HumasPolri",ayo lindungi keluarga antibodi covid 19 terbaik mumpung gratis vaksin vaksinasicovid19 polrestabessurabaya poldajatim polri surabaya jogosuroboyo haribhayangkara77 haribhayangkarake77 humaspolri ,"['ayo', 'lindungi', 'keluarga', 'antibodi', 'covid', '19', 'terbaik', 'mumpung', 'gratis', 'vaksin', 'vaksinasicovid19', 'polrestabessurabaya', 'poldajatim', 'polri', 'surabaya', 'jogosuroboyo', 'haribhayangkara77', 'haribhayangkarake77', 'humaspolri']","['4', 0, '4', 0, 0, 0, '5', '2', '4', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",19
in,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 21 Juni 2023 #VaksinCovid-19 https://t.co/hZ4gjId6XA,jadwal lokasi vaksin covid 19 surabaya 21 juni 2023 vaksincovid 19 ,"['jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '21', 'juni', '2023', 'vaksincovid', '19']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,"Masih ingat saat bom meledak di surabaya? Bonek menjadi komunitas yang menguatkan lingkungannya.

Saat Covid, gerakan solidaritas mereka terasa di lapangan.

Membangun musala di nganjuk. Mendirikan Panti asuhan di sidoarjo. Mengirim relawan terlatih ke daerah bencana.",bom meledak surabaya bonek komunitas menguatkan lingkungannya covid gerakan solidaritas lapangan membangun musala nganjuk mendirikan panti asuhan sidoarjo mengirim relawan terlatih daerah bencana ,"['bom', 'meledak', 'surabaya', 'bonek', 'komunitas', 'menguatkan', 'lingkungannya', 'covid', 'gerakan', 'solidaritas', 'lapangan', 'membangun', 'musala', 'nganjuk', 'mendirikan', 'panti', 'asuhan', 'sidoarjo', 'mengirim', 'relawan', 'terlatih', 'daerah', 'bencana']","['1', '-4', 0, 0, '2', '-3', 0, 0, '4', 0, '3', 0, 0, 0, 0, '2', 0, 0, 0, 0, 0, 0, '-5']",0
in,"Jaman covid, menuju Surabaya. Penumpang @KAI121  masih dikit. Kapasitasnya juga gak 100%. Duduk jadi bisa sendiri-sendiri. Malem-malem boboknya jadi makin nyenyak 👌🏻🤣 https://t.co/qG1PndEJte",jaman covid surabaya penumpang dikit kapasitasnya gak 100 duduk malem malem boboknya nyenyak ,"['jaman', 'covid', 'surabaya', 'penumpang', 'dikit', 'kapasitasnya', 'gak', '100', 'duduk', 'malem', 'malem', 'boboknya', 'nyenyak']","['-2', 0, 0, '-3', '-4', 0, 0, 0, 0, '-1', '-1', 0, '-4']",-15
in,"#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 20 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/O5r3yhL7i5",beritajatim jadwal lokasi vaksin covid 19 surabaya 20 juni 2023 infovaksinsurabaya vaksinbooster ,"['beritajatim', 'jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '20', 'juni', '2023', 'infovaksinsurabaya', 'vaksinbooster']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 20 Juni 2023 #VaksinCovid-19 https://t.co/O5r3yhL7i5,jadwal lokasi vaksin covid 19 surabaya 20 juni 2023 vaksincovid 19 ,"['jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '20', 'juni', '2023', 'vaksincovid', '19']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,"#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 19 Juni 2023
#infovaksinsurabaya 
#vaksinbooster 
https://t.co/vewq12mwqj",beritajatim jadwal lokasi vaksin covid 19 surabaya 19 juni 2023 infovaksinsurabaya vaksinbooster ,"['beritajatim', 'jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '19', 'juni', '2023', 'infovaksinsurabaya', 'vaksinbooster']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 19 Juni 2023 #VaksinCovid-19 https://t.co/vewq12mwqj,jadwal lokasi vaksin covid 19 surabaya 19 juni 2023 vaksincovid 19 ,"['jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '19', 'juni', '2023', 'vaksincovid', '19']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,"#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 17 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/o72C566oU5",beritajatim jadwal lokasi vaksin covid 19 surabaya 17 juni 2023 infovaksinsurabaya vaksinbooster ,"['beritajatim', 'jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '17', 'juni', '2023', 'infovaksinsurabaya', 'vaksinbooster']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,"Mantab Jogetnya...

Link Mendaftar : https://t.co/SKIBsKEi1N

#indonesia #jakarta #bali #like #bandung #instagram #viral #surabaya #lfl #dirumahaja #photography #instagood #likeforlikes #malaysia #follow #medan #love #covid #travel #repost #jawabarat #jawatimur #bhfyp https://t.co/YwVMKBs4vN",mantab jogetnya link mendaftar jakarta bali like bandung instagram viral surabaya lfl dirumahaja photography instagood likeforlikes malaysia follow medan love covid travel repost jawabarat jawatimur bhfyp ,"['mantab', 'jogetnya', 'link', 'mendaftar', 'jakarta', 'bali', 'like', 'bandung', 'instagram', 'viral', 'surabaya', 'lfl', 'dirumahaja', 'photography', 'instagood', 'likeforlikes', 'malaysia', 'follow', 'medan', 'love', 'covid', 'travel', 'repost', 'jawabarat', 'jawatimur', 'bhfyp']","[0, 0, 0, 0, 0, 0, 0, '-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '5', 0, 0, 0, 0, 0, 0]",4
in,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 17 Juni 2023 #VaksinCovid-19 https://t.co/o72C566oU5,jadwal lokasi vaksin covid 19 surabaya 17 juni 2023 vaksincovid 19 ,"['jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '17', 'juni', '2023', 'vaksincovid', '19']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,"#BeritaJatim
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 16 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/My5VNj1BrH",beritajatim jadwal lokasi vaksin covid 19 surabaya 16 juni 2023 infovaksinsurabaya vaksinbooster ,"['beritajatim', 'jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '16', 'juni', '2023', 'infovaksinsurabaya', 'vaksinbooster']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 16 Juni 2023 #VaksinCovid-19 https://t.co/My5VNj1BrH,jadwal lokasi vaksin covid 19 surabaya 16 juni 2023 vaksincovid 19 ,"['jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '16', 'juni', '2023', 'vaksincovid', '19']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,Topik Diskusi Pagi ini; Indonesia akan Segera Masuk Fase “Endemi Covid-19.” Apa saja tahap-tahap dan syarat-syarat yang mesti dicapai sebelum secara resmi diumumkan?. Berikut pendapat Ahli Epidemiologi Universitas Airlangga Surabaya; Dr Windhu Purnomo #Now #LIVE #TOPIK #endemi,topik diskusi pagi indonesia masuk fase endemi covid 19 tahap tahap syarat syarat mesti dicapai resmi diumumkan pendapat ahli epidemiologi universitas airlangga surabaya dr windhu purnomo now live topik endemi ,"['topik', 'diskusi', 'pagi', 'indonesia', 'masuk', 'fase', 'endemi', 'covid', '19', 'tahap', 'tahap', 'syarat', 'syarat', 'mesti', 'dicapai', 'resmi', 'diumumkan', 'pendapat', 'ahli', 'epidemiologi', 'universitas', 'airlangga', 'surabaya', 'dr', 'windhu', 'purnomo', 'now', 'live', 'topik', 'endemi']","[0, 0, '1', 0, '-3', 0, '-5', 0, 0, 0, 0, 0, 0, '-3', 0, '2', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '3', 0, '-5']",-10
in,"#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 15 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/CADB2JP7Ah",beritajatim jadwal lokasi vaksin covid 19 surabaya 15 juni 2023 infovaksinsurabaya vaksinbooster ,"['beritajatim', 'jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '15', 'juni', '2023', 'infovaksinsurabaya', 'vaksinbooster']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 15 Juni 2023 #VaksinCovid-19 https://t.co/CADB2JP7Ah,jadwal lokasi vaksin covid 19 surabaya 15 juni 2023 vaksincovid 19 ,"['jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '15', 'juni', '2023', 'vaksincovid', '19']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 14 Juni 2023 #VaksinCovid-19 https://t.co/WhYizqbMfE,jadwal lokasi vaksin covid 19 surabaya 14 juni 2023 vaksincovid 19 ,"['jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '14', 'juni', '2023', 'vaksincovid', '19']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 13 Juni 2023 #VaksinCovid-19 https://t.co/fUCzTDe2PY,jadwal lokasi vaksin covid 19 surabaya 13 juni 2023 vaksincovid 19 ,"['jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '13', 'juni', '2023', 'vaksincovid', '19']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,"#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 13 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/fUCzTDe2PY",beritajatim jadwal lokasi vaksin covid 19 surabaya 13 juni 2023 infovaksinsurabaya vaksinbooster ,"['beritajatim', 'jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '13', 'juni', '2023', 'infovaksinsurabaya', 'vaksinbooster']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,@collegemenfess Sempronya di kos di Surabaya. Sidangnya di rumah di Jogja. Lulusan covid jadi dua2nya online wkwk. Semangat ya nder buat skripsiannya 🔥 https://t.co/YWTu5VYrLX,sempronya ko surabaya sidangnya rumah jogja lulusan covid dua2nya online wkwk semangat ya nder skripsiannya ,"['sempronya', 'ko', 'surabaya', 'sidangnya', 'rumah', 'jogja', 'lulusan', 'covid', 'dua2nya', 'online', 'wkwk', 'semangat', 'ya', 'nder', 'skripsiannya']","[0, 0, 0, 0, '3', 0, 0, 0, 0, 0, 0, '4', '4', 0, 0]",11
in,"SR, Surabaya - Mulai 12 Juni 2023, pelanggan Kereta Api (KA) Jarak Jauh diperbolehkan tidak menggunakan masker apabila dalam keadaan sehat dan tidak berisiko tertular atau menularkan Covid-19.

Meski begitu, KAI menganjurkan pelanggan melakukan

https://t.co/UOD0asASuD https://t.co/LVLMhQJySV",sr surabaya 12 juni 2023 pelanggan kereta api ka jarak diperbolehkan masker sehat berisiko tertular menularkan covid 19 kai menganjurkan pelanggan ,"['sr', 'surabaya', '12', 'juni', '2023', 'pelanggan', 'kereta', 'api', 'ka', 'jarak', 'diperbolehkan', 'masker', 'sehat', 'berisiko', 'tertular', 'menularkan', 'covid', '19', 'kai', 'menganjurkan', 'pelanggan']","[0, 0, 0, 0, 0, '4', '-4', '4', 0, '3', 0, 0, '4', 0, '-4', 0, 0, 0, 0, '-3', '4']",8
in,"#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 12 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/h3oq3e8gxc",beritajatim jadwal lokasi vaksin covid 19 surabaya 12 juni 2023 infovaksinsurabaya vaksinbooster ,"['beritajatim', 'jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '12', 'juni', '2023', 'infovaksinsurabaya', 'vaksinbooster']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 12 Juni 2023 #VaksinCovid-19 https://t.co/h3oq3e8gxc,jadwal lokasi vaksin covid 19 surabaya 12 juni 2023 vaksincovid 19 ,"['jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '12', 'juni', '2023', 'vaksincovid', '19']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,"@madrid_jkt58 @Grosir__sepatu Bangun lab terus di bongkar dari 80 lab itu budgetnya berapa? Sekarang lab itu sudah ga ada jd kalo warga DKI kena covid mesti ke RS terdekat bukan ke lab itu
Beda sm di surabaya lab nya smp sekarang msih berdiri tegak jd warga surabaya kalo ada yg kena bs langsung kesana gratis",bangun lab bongkar 80 lab budgetnya lab ga jd kalo warga dki kena covid mesti r terdekat lab beda sm surabaya lab nya smp msih berdiri tegak jd warga surabaya kalo yg kena b langsung kesana gratis ,"['bangun', 'lab', 'bongkar', '80', 'lab', 'budgetnya', 'lab', 'ga', 'jd', 'kalo', 'warga', 'dki', 'kena', 'covid', 'mesti', 'r', 'terdekat', 'lab', 'beda', 'sm', 'surabaya', 'lab', 'nya', 'smp', 'msih', 'berdiri', 'tegak', 'jd', 'warga', 'surabaya', 'kalo', 'yg', 'kena', 'b', 'langsung', 'kesana', 'gratis']","[0, 0, '-3', 0, 0, 0, 0, 0, 0, 0, 0, 0, '-3', 0, '-3', 0, '1', 0, '-2', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, '-3', 0, '3', 0, '4']",-6
in,"#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 10 Juni 2023
#infojvaksinsurabaya 
#vaksinbooster 
https://t.co/9pL6MxtCeQ",beritajatim jadwal lokasi vaksin covid 19 surabaya 10 juni 2023 infojvaksinsurabaya vaksinbooster ,"['beritajatim', 'jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '10', 'juni', '2023', 'infojvaksinsurabaya', 'vaksinbooster']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 10 Juni 2023 #VaksinCovid-19 https://t.co/9pL6MxtCeQ,jadwal lokasi vaksin covid 19 surabaya 10 juni 2023 vaksincovid 19 ,"['jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', '10', 'juni', '2023', 'vaksincovid', '19']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,"#BeritaJatim
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 9 Juni 2023
#infovaksinsurabaya
#vaksinbooster
https://t.co/CBnIpsEEud",beritajatim jadwal lokasi vaksin covid 19 surabaya juni 2023 infovaksinsurabaya vaksinbooster ,"['beritajatim', 'jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', 'juni', '2023', 'infovaksinsurabaya', 'vaksinbooster']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 9 Juni 2023 #VaksinCovid-19 https://t.co/CBnIpsEEud,jadwal lokasi vaksin covid 19 surabaya juni 2023 vaksincovid 19 ,"['jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', 'juni', '2023', 'vaksincovid', '19']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,"Dampak Positif Pandemi Covid-19, Teknologi Digital Permudah Dunia Pendidikan.

Covid-19 ternyata secara tidak langsung memiliki dampak positif kepada semua pihak. Salah satunya di dunia… #PendidikanKesehatan #Covid19 #Jatim #Surabaya via @beritajatimcom https://t.co/w9Tel3NLLq",dampak positif pandemi covid 19 teknologi digital permudah dunia pendidikan covid 19 langsung memiliki dampak positif salah satunya dunia pendidikankesehatan covid19 jatim surabaya via ,"['dampak', 'positif', 'pandemi', 'covid', '19', 'teknologi', 'digital', 'permudah', 'dunia', 'pendidikan', 'covid', '19', 'langsung', 'memiliki', 'dampak', 'positif', 'salah', 'satunya', 'dunia', 'pendidikankesehatan', 'covid19', 'jatim', 'surabaya', 'via']","['-3', '4', '-5', 0, 0, 0, 0, 0, '1', 0, 0, 0, '3', 0, '-3', '4', '-4', 0, '1', 0, 0, 0, 0, 0]",-2
in,"@tanyakanrl Perjalanan surabaya ciamis di tempuh dlam waktu 24 jam pas psbb covid
Normal ny 12 jam",perjalanan surabaya ciamis tempuh dlam 24 jam pa psbb covid normal ny 12 jam ,"['perjalanan', 'surabaya', 'ciamis', 'tempuh', 'dlam', '24', 'jam', 'pa', 'psbb', 'covid', 'normal', 'ny', '12', 'jam']","[0, 0, 0, 0, 0, 0, 0, '-5', 0, 0, '1', 0, 0, 0]",-4
in,"#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 8 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/woGVCyeFDy",beritajatim jadwal lokasi vaksin covid 19 surabaya juni 2023 infovaksinsurabaya vaksinbooster ,"['beritajatim', 'jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', 'juni', '2023', 'infovaksinsurabaya', 'vaksinbooster']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 8 Juni 2023 #VaksinCovid-19 https://t.co/woGVCyeFDy,jadwal lokasi vaksin covid 19 surabaya juni 2023 vaksincovid 19 ,"['jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', 'juni', '2023', 'vaksincovid', '19']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,"@idextratime Ri eri, wong Surabaya wes apal karo modelanmu kok. Covid aja dimanfaatkan banget caper di per4an pakai TOA, sekarang malah mau pencitraan memanfaatkan konvoy timnas.",ri eri surabaya wes apal karo modelanmu covid aja dimanfaatkan banget caper per4an pakai toa pencitraan memanfaatkan konvoy timnas ,"['ri', 'eri', 'surabaya', 'wes', 'apal', 'karo', 'modelanmu', 'covid', 'aja', 'dimanfaatkan', 'banget', 'caper', 'per4an', 'pakai', 'toa', 'pencitraan', 'memanfaatkan', 'konvoy', 'timnas']","[0, 0, 0, 0, 0, 0, 0, 0, '1', 0, '1', 0, 0, 0, 0, '2', 0, 0, 0]",4
in,"#BeritaJatim 
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 7 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/Qli6Ozk4FH",beritajatim jadwal lokasi vaksin covid 19 surabaya juni 2023 infovaksinsurabaya vaksinbooster ,"['beritajatim', 'jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', 'juni', '2023', 'infovaksinsurabaya', 'vaksinbooster']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 7 Juni 2023 #VaksinCovid-19 https://t.co/Qli6Ozk4FH,jadwal lokasi vaksin covid 19 surabaya juni 2023 vaksincovid 19 ,"['jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', 'juni', '2023', 'vaksincovid', '19']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
in,"#BeritaJatim
Jadwal dan Lokasi Vaksin Covid-19 Surabaya Hari Ini 3 Juni 2023
#infovaksinsurabaya
#vaksinbooster 
https://t.co/VxU0nQ9plB",beritajatim jadwal lokasi vaksin covid 19 surabaya juni 2023 infovaksinsurabaya vaksinbooster ,"['beritajatim', 'jadwal', 'lokasi', 'vaksin', 'covid', '19', 'surabaya', 'juni', '2023', 'infovaksinsurabaya', 'vaksinbooster']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
